CELL,TAG,i,Chr,ldw,dcap,n_flag,n_runs,merge_opp,state
V0.5_c1,bgs,5,Chr2,0.1,10000,5,2,0.8,admissible
V0.5_c1,bgs,5,Chr2,0.1,25000,5,2,0.8,admissible
V0.5_c1,bgs,5,Chr2,0.1,50000,5,2,0.8,admissible
V0.5_c1,bgs,5,Chr2,0.1,1e+05,5,2,0.8,admissible
V0.5_c1,bgs,5,Chr2,0.1,250000,5,2,0.8,admissible
V0.5_c1,bgs,5,Chr2,0.1,5e+05,5,1,1,under_split
V0.5_c1,bgs,5,Chr2,0.1,1e+06,5,1,1,under_split
V0.5_c1,bgs,5,Chr2,0.1,2500000,5,1,1,under_split
V0.5_c1,bgs,5,Chr2,0.1,5e+06,5,1,1,under_split
V0.5_c1,bgs,6,Chr1,0.00625,10000,2922,207,0.983572895277207,admissible
V0.5_c1,bgs,6,Chr1,0.00625,25000,2922,59,0.995893223819302,admissible
V0.5_c1,bgs,6,Chr1,0.00625,50000,2922,22,0.998288843258042,admissible
V0.5_c1,bgs,6,Chr1,0.00625,1e+05,2922,9,0.999315537303217,admissible
V0.5_c1,bgs,6,Chr1,0.00625,250000,2922,3,1,admissible
V0.5_c1,bgs,6,Chr1,0.00625,5e+05,2922,2,1,admissible
V0.5_c1,bgs,6,Chr1,0.00625,1e+06,2922,1,1,under_split
V0.5_c1,bgs,6,Chr1,0.00625,2500000,2922,1,1,under_split
V0.5_c1,bgs,6,Chr1,0.00625,5e+06,2922,1,1,under_split
V0.5_c1,bgs,6,Chr2,0.00625,10000,2844,214,0.982770745428973,admissible
V0.5_c1,bgs,6,Chr2,0.00625,25000,2844,64,0.99507735583685,admissible
V0.5_c1,bgs,6,Chr2,0.00625,50000,2844,31,0.996132208157525,admissible
V0.5_c1,bgs,6,Chr2,0.00625,1e+05,2844,11,0.998945147679325,admissible
V0.5_c1,bgs,6,Chr2,0.00625,250000,2844,1,1,under_split
V0.5_c1,bgs,6,Chr2,0.00625,5e+05,2844,1,1,under_split
V0.5_c1,bgs,6,Chr2,0.00625,1e+06,2844,1,1,under_split
V0.5_c1,bgs,6,Chr2,0.00625,2500000,2844,1,1,under_split
V0.5_c1,bgs,6,Chr2,0.00625,5e+06,2844,1,1,under_split
V0.5_c1,bgs,6,Chr1,0.0125,10000,590,131,0.916949152542373,admissible
V0.5_c1,bgs,6,Chr1,0.0125,25000,590,61,0.971186440677966,admissible
V0.5_c1,bgs,6,Chr1,0.0125,50000,590,35,0.988135593220339,admissible
V0.5_c1,bgs,6,Chr1,0.0125,1e+05,590,20,0.994915254237288,admissible
V0.5_c1,bgs,6,Chr1,0.0125,250000,590,8,1,admissible
V0.5_c1,bgs,6,Chr1,0.0125,5e+05,590,6,1,admissible
V0.5_c1,bgs,6,Chr1,0.0125,1e+06,590,2,1,admissible
V0.5_c1,bgs,6,Chr1,0.0125,2500000,590,2,1,admissible
V0.5_c1,bgs,6,Chr1,0.0125,5e+06,590,1,1,under_split
V0.5_c1,bgs,6,Chr2,0.0125,10000,507,121,0.909270216962525,admissible
V0.5_c1,bgs,6,Chr2,0.0125,25000,507,67,0.962524654832347,admissible
V0.5_c1,bgs,6,Chr2,0.0125,50000,507,38,0.976331360946746,admissible
V0.5_c1,bgs,6,Chr2,0.0125,1e+05,507,20,0.990138067061144,admissible
V0.5_c1,bgs,6,Chr2,0.0125,250000,507,7,1,admissible
V0.5_c1,bgs,6,Chr2,0.0125,5e+05,507,4,1,admissible
V0.5_c1,bgs,6,Chr2,0.0125,1e+06,507,3,1,admissible
V0.5_c1,bgs,6,Chr2,0.0125,2500000,507,2,1,admissible
V0.5_c1,bgs,6,Chr2,0.0125,5e+06,507,1,1,under_split
V0.5_c1,bgs,6,Chr1,0.025,10000,81,17,0.938271604938272,admissible
V0.5_c1,bgs,6,Chr1,0.025,25000,81,10,0.975308641975309,admissible
V0.5_c1,bgs,6,Chr1,0.025,50000,81,6,0.987654320987654,admissible
V0.5_c1,bgs,6,Chr1,0.025,1e+05,81,6,0.987654320987654,admissible
V0.5_c1,bgs,6,Chr1,0.025,250000,81,5,0.987654320987654,admissible
V0.5_c1,bgs,6,Chr1,0.025,5e+05,81,4,0.987654320987654,admissible
V0.5_c1,bgs,6,Chr1,0.025,1e+06,81,4,0.987654320987654,admissible
V0.5_c1,bgs,6,Chr1,0.025,2500000,81,3,1,admissible
V0.5_c1,bgs,6,Chr1,0.025,5e+06,81,2,1,admissible
V0.5_c1,bgs,6,Chr2,0.025,10000,87,21,0.896551724137931,admissible
V0.5_c1,bgs,6,Chr2,0.025,25000,87,11,0.96551724137931,admissible
V0.5_c1,bgs,6,Chr2,0.025,50000,87,10,0.96551724137931,admissible
V0.5_c1,bgs,6,Chr2,0.025,1e+05,87,7,0.96551724137931,admissible
V0.5_c1,bgs,6,Chr2,0.025,250000,87,5,0.988505747126437,admissible
V0.5_c1,bgs,6,Chr2,0.025,5e+05,87,4,0.988505747126437,admissible
V0.5_c1,bgs,6,Chr2,0.025,1e+06,87,3,1,admissible
V0.5_c1,bgs,6,Chr2,0.025,2500000,87,3,1,admissible
V0.5_c1,bgs,6,Chr2,0.025,5e+06,87,2,1,admissible
V0.5_c1,bgs,6,Chr1,0.05,10000,33,8,0.909090909090909,admissible
V0.5_c1,bgs,6,Chr1,0.05,25000,33,7,0.96969696969697,admissible
V0.5_c1,bgs,6,Chr1,0.05,50000,33,5,1,admissible
V0.5_c1,bgs,6,Chr1,0.05,1e+05,33,4,1,admissible
V0.5_c1,bgs,6,Chr1,0.05,250000,33,4,1,admissible
V0.5_c1,bgs,6,Chr1,0.05,5e+05,33,3,1,admissible
V0.5_c1,bgs,6,Chr1,0.05,1e+06,33,3,1,admissible
V0.5_c1,bgs,6,Chr1,0.05,2500000,33,3,1,admissible
V0.5_c1,bgs,6,Chr1,0.05,5e+06,33,2,1,admissible
V0.5_c1,bgs,6,Chr2,0.05,10000,24,7,0.916666666666667,admissible
V0.5_c1,bgs,6,Chr2,0.05,25000,24,6,0.958333333333333,admissible
V0.5_c1,bgs,6,Chr2,0.05,50000,24,5,1,admissible
V0.5_c1,bgs,6,Chr2,0.05,1e+05,24,5,1,admissible
V0.5_c1,bgs,6,Chr2,0.05,250000,24,2,1,admissible
V0.5_c1,bgs,6,Chr2,0.05,5e+05,24,2,1,admissible
V0.5_c1,bgs,6,Chr2,0.05,1e+06,24,2,1,admissible
V0.5_c1,bgs,6,Chr2,0.05,2500000,24,2,1,admissible
V0.5_c1,bgs,6,Chr2,0.05,5e+06,24,1,1,under_split
V0.5_c1,bgs,6,Chr1,0.1,10000,13,5,0.846153846153846,admissible
V0.5_c1,bgs,6,Chr1,0.1,25000,13,5,0.846153846153846,admissible
V0.5_c1,bgs,6,Chr1,0.1,50000,13,4,0.923076923076923,admissible
V0.5_c1,bgs,6,Chr1,0.1,1e+05,13,4,0.923076923076923,admissible
V0.5_c1,bgs,6,Chr1,0.1,250000,13,4,0.923076923076923,admissible
V0.5_c1,bgs,6,Chr1,0.1,5e+05,13,2,1,admissible
V0.5_c1,bgs,6,Chr1,0.1,1e+06,13,2,1,admissible
V0.5_c1,bgs,6,Chr1,0.1,2500000,13,2,1,admissible
V0.5_c1,bgs,6,Chr1,0.1,5e+06,13,1,1,under_split
V0.5_c1,bgs,6,Chr2,0.1,10000,9,6,0.555555555555556,admissible
V0.5_c1,bgs,6,Chr2,0.1,25000,9,6,0.555555555555556,admissible
V0.5_c1,bgs,6,Chr2,0.1,50000,9,6,0.555555555555556,admissible
V0.5_c1,bgs,6,Chr2,0.1,1e+05,9,4,0.888888888888889,admissible
V0.5_c1,bgs,6,Chr2,0.1,250000,9,2,1,admissible
V0.5_c1,bgs,6,Chr2,0.1,5e+05,9,2,1,admissible
V0.5_c1,bgs,6,Chr2,0.1,1e+06,9,2,1,admissible
V0.5_c1,bgs,6,Chr2,0.1,2500000,9,2,1,admissible
V0.5_c1,bgs,6,Chr2,0.1,5e+06,9,1,1,under_split
V0.5_c1,bgs,7,Chr1,0.00625,10000,2578,152,0.989914662529092,admissible
V0.5_c1,bgs,7,Chr1,0.00625,25000,2578,44,0.995733126454616,admissible
V0.5_c1,bgs,7,Chr1,0.00625,50000,2578,22,0.996896819239721,admissible
V0.5_c1,bgs,7,Chr1,0.00625,1e+05,2578,10,0.99844840961986,admissible
V0.5_c1,bgs,7,Chr1,0.00625,250000,2578,5,0.999612102404965,admissible
V0.5_c1,bgs,7,Chr1,0.00625,5e+05,2578,3,1,admissible
V0.5_c1,bgs,7,Chr1,0.00625,1e+06,2578,2,1,admissible
V0.5_c1,bgs,7,Chr1,0.00625,2500000,2578,1,1,under_split
V0.5_c1,bgs,7,Chr1,0.00625,5e+06,2578,1,1,under_split
V0.5_c1,bgs,7,Chr2,0.00625,10000,2432,161,0.988486842105263,admissible
V0.5_c1,bgs,7,Chr2,0.00625,25000,2432,36,0.999588815789474,admissible
V0.5_c1,bgs,7,Chr2,0.00625,50000,2432,11,0.999588815789474,admissible
V0.5_c1,bgs,7,Chr2,0.00625,1e+05,2432,4,1,admissible
V0.5_c1,bgs,7,Chr2,0.00625,250000,2432,4,1,admissible
V0.5_c1,bgs,7,Chr2,0.00625,5e+05,2432,4,1,admissible
V0.5_c1,bgs,7,Chr2,0.00625,1e+06,2432,2,1,admissible
V0.5_c1,bgs,7,Chr2,0.00625,2500000,2432,1,1,under_split
V0.5_c1,bgs,7,Chr2,0.00625,5e+06,2432,1,1,under_split
V0.5_c1,bgs,7,Chr1,0.0125,10000,543,110,0.9097605893186,admissible
V0.5_c1,bgs,7,Chr1,0.0125,25000,543,58,0.955801104972376,admissible
V0.5_c1,bgs,7,Chr1,0.0125,50000,543,35,0.979742173112339,admissible
V0.5_c1,bgs,7,Chr1,0.0125,1e+05,543,16,0.990791896869245,admissible
V0.5_c1,bgs,7,Chr1,0.0125,250000,543,8,1,admissible
V0.5_c1,bgs,7,Chr1,0.0125,5e+05,543,4,1,admissible
V0.5_c1,bgs,7,Chr1,0.0125,1e+06,543,3,1,admissible
V0.5_c1,bgs,7,Chr1,0.0125,2500000,543,2,1,admissible
V0.5_c1,bgs,7,Chr1,0.0125,5e+06,543,1,1,under_split
V0.5_c1,bgs,7,Chr2,0.0125,10000,532,119,0.921052631578947,admissible
V0.5_c1,bgs,7,Chr2,0.0125,25000,532,60,0.973684210526316,admissible
V0.5_c1,bgs,7,Chr2,0.0125,50000,532,24,0.996240601503759,admissible
V0.5_c1,bgs,7,Chr2,0.0125,1e+05,532,9,1,admissible
V0.5_c1,bgs,7,Chr2,0.0125,250000,532,5,1,admissible
V0.5_c1,bgs,7,Chr2,0.0125,5e+05,532,5,1,admissible
V0.5_c1,bgs,7,Chr2,0.0125,1e+06,532,3,1,admissible
V0.5_c1,bgs,7,Chr2,0.0125,2500000,532,2,1,admissible
V0.5_c1,bgs,7,Chr2,0.0125,5e+06,532,1,1,under_split
V0.5_c1,bgs,7,Chr1,0.025,10000,138,36,0.920289855072464,admissible
V0.5_c1,bgs,7,Chr1,0.025,25000,138,26,0.934782608695652,admissible
V0.5_c1,bgs,7,Chr1,0.025,50000,138,16,0.949275362318841,admissible
V0.5_c1,bgs,7,Chr1,0.025,1e+05,138,6,0.992753623188406,admissible
V0.5_c1,bgs,7,Chr1,0.025,250000,138,4,1,admissible
V0.5_c1,bgs,7,Chr1,0.025,5e+05,138,4,1,admissible
V0.5_c1,bgs,7,Chr1,0.025,1e+06,138,3,1,admissible
V0.5_c1,bgs,7,Chr1,0.025,2500000,138,3,1,admissible
V0.5_c1,bgs,7,Chr1,0.025,5e+06,138,2,1,admissible
V0.5_c1,bgs,7,Chr2,0.025,10000,69,27,0.811594202898551,admissible
V0.5_c1,bgs,7,Chr2,0.025,25000,69,20,0.898550724637681,admissible
V0.5_c1,bgs,7,Chr2,0.025,50000,69,16,0.898550724637681,admissible
V0.5_c1,bgs,7,Chr2,0.025,1e+05,69,9,0.956521739130435,admissible
V0.5_c1,bgs,7,Chr2,0.025,250000,69,6,0.971014492753623,admissible
V0.5_c1,bgs,7,Chr2,0.025,5e+05,69,5,0.985507246376812,admissible
V0.5_c1,bgs,7,Chr2,0.025,1e+06,69,4,0.985507246376812,admissible
V0.5_c1,bgs,7,Chr2,0.025,2500000,69,3,1,admissible
V0.5_c1,bgs,7,Chr2,0.025,5e+06,69,2,1,admissible
V0.5_c1,bgs,7,Chr1,0.05,10000,47,16,0.893617021276596,admissible
V0.5_c1,bgs,7,Chr1,0.05,25000,47,11,0.914893617021277,admissible
V0.5_c1,bgs,7,Chr1,0.05,50000,47,7,0.936170212765957,admissible
V0.5_c1,bgs,7,Chr1,0.05,1e+05,47,5,0.957446808510638,admissible
V0.5_c1,bgs,7,Chr1,0.05,250000,47,5,0.957446808510638,admissible
V0.5_c1,bgs,7,Chr1,0.05,5e+05,47,5,0.957446808510638,admissible
V0.5_c1,bgs,7,Chr1,0.05,1e+06,47,3,1,admissible
V0.5_c1,bgs,7,Chr1,0.05,2500000,47,3,1,admissible
V0.5_c1,bgs,7,Chr1,0.05,5e+06,47,2,1,admissible
V0.5_c1,bgs,7,Chr2,0.05,10000,17,6,0.764705882352941,admissible
V0.5_c1,bgs,7,Chr2,0.05,25000,17,5,0.882352941176471,admissible
V0.5_c1,bgs,7,Chr2,0.05,50000,17,5,0.882352941176471,admissible
V0.5_c1,bgs,7,Chr2,0.05,1e+05,17,3,1,admissible
V0.5_c1,bgs,7,Chr2,0.05,250000,17,3,1,admissible
V0.5_c1,bgs,7,Chr2,0.05,5e+05,17,3,1,admissible
V0.5_c1,bgs,7,Chr2,0.05,1e+06,17,3,1,admissible
V0.5_c1,bgs,7,Chr2,0.05,2500000,17,3,1,admissible
V0.5_c1,bgs,7,Chr2,0.05,5e+06,17,2,1,admissible
V0.5_c1,bgs,7,Chr1,0.1,10000,23,9,0.956521739130435,admissible
V0.5_c1,bgs,7,Chr1,0.1,25000,23,8,0.956521739130435,admissible
V0.5_c1,bgs,7,Chr1,0.1,50000,23,5,1,admissible
V0.5_c1,bgs,7,Chr1,0.1,1e+05,23,3,1,admissible
V0.5_c1,bgs,7,Chr1,0.1,250000,23,3,1,admissible
V0.5_c1,bgs,7,Chr1,0.1,5e+05,23,3,1,admissible
V0.5_c1,bgs,7,Chr1,0.1,1e+06,23,3,1,admissible
V0.5_c1,bgs,7,Chr1,0.1,2500000,23,3,1,admissible
V0.5_c1,bgs,7,Chr1,0.1,5e+06,23,2,1,admissible
V0.5_c1,bgs,7,Chr2,0.1,10000,6,2,1,admissible
V0.5_c1,bgs,7,Chr2,0.1,25000,6,2,1,admissible
V0.5_c1,bgs,7,Chr2,0.1,50000,6,2,1,admissible
V0.5_c1,bgs,7,Chr2,0.1,1e+05,6,2,1,admissible
V0.5_c1,bgs,7,Chr2,0.1,250000,6,2,1,admissible
V0.5_c1,bgs,7,Chr2,0.1,5e+05,6,2,1,admissible
V0.5_c1,bgs,7,Chr2,0.1,1e+06,6,2,1,admissible
V0.5_c1,bgs,7,Chr2,0.1,2500000,6,2,1,admissible
V0.5_c1,bgs,7,Chr2,0.1,5e+06,6,2,1,admissible
V0.5_c1,bgs,8,Chr1,0.00625,10000,2553,236,0.979240109674892,admissible
V0.5_c1,bgs,8,Chr1,0.00625,25000,2553,61,0.99529964747356,admissible
V0.5_c1,bgs,8,Chr1,0.00625,50000,2553,21,0.99804151978065,admissible
V0.5_c1,bgs,8,Chr1,0.00625,1e+05,2553,5,0.99960830395613,admissible
V0.5_c1,bgs,8,Chr1,0.00625,250000,2553,3,1,admissible
V0.5_c1,bgs,8,Chr1,0.00625,5e+05,2553,1,1,under_split
V0.5_c1,bgs,8,Chr1,0.00625,1e+06,2553,1,1,under_split
V0.5_c1,bgs,8,Chr1,0.00625,2500000,2553,1,1,under_split
V0.5_c1,bgs,8,Chr1,0.00625,5e+06,2553,1,1,under_split
V0.5_c1,bgs,8,Chr2,0.00625,10000,2528,265,0.982990506329114,admissible
V0.5_c1,bgs,8,Chr2,0.00625,25000,2528,65,0.996439873417722,admissible
V0.5_c1,bgs,8,Chr2,0.00625,50000,2528,25,0.997626582278481,admissible
V0.5_c1,bgs,8,Chr2,0.00625,1e+05,2528,7,0.999208860759494,admissible
V0.5_c1,bgs,8,Chr2,0.00625,250000,2528,3,1,admissible
V0.5_c1,bgs,8,Chr2,0.00625,5e+05,2528,1,1,under_split
V0.5_c1,bgs,8,Chr2,0.00625,1e+06,2528,1,1,under_split
V0.5_c1,bgs,8,Chr2,0.00625,2500000,2528,1,1,under_split
V0.5_c1,bgs,8,Chr2,0.00625,5e+06,2528,1,1,under_split
V0.5_c1,bgs,8,Chr1,0.0125,10000,588,134,0.921768707482993,admissible
V0.5_c1,bgs,8,Chr1,0.0125,25000,588,64,0.962585034013605,admissible
V0.5_c1,bgs,8,Chr1,0.0125,50000,588,32,0.979591836734694,admissible
V0.5_c1,bgs,8,Chr1,0.0125,1e+05,588,17,0.994897959183674,admissible
V0.5_c1,bgs,8,Chr1,0.0125,250000,588,7,1,admissible
V0.5_c1,bgs,8,Chr1,0.0125,5e+05,588,6,1,admissible
V0.5_c1,bgs,8,Chr1,0.0125,1e+06,588,3,1,admissible
V0.5_c1,bgs,8,Chr1,0.0125,2500000,588,2,1,admissible
V0.5_c1,bgs,8,Chr1,0.0125,5e+06,588,1,1,under_split
V0.5_c1,bgs,8,Chr2,0.0125,10000,356,92,0.887640449438202,admissible
V0.5_c1,bgs,8,Chr2,0.0125,25000,356,53,0.938202247191011,admissible
V0.5_c1,bgs,8,Chr2,0.0125,50000,356,35,0.971910112359551,admissible
V0.5_c1,bgs,8,Chr2,0.0125,1e+05,356,20,0.980337078651685,admissible
V0.5_c1,bgs,8,Chr2,0.0125,250000,356,13,0.991573033707865,admissible
V0.5_c1,bgs,8,Chr2,0.0125,5e+05,356,6,1,admissible
V0.5_c1,bgs,8,Chr2,0.0125,1e+06,356,3,1,admissible
V0.5_c1,bgs,8,Chr2,0.0125,2500000,356,2,1,admissible
V0.5_c1,bgs,8,Chr2,0.0125,5e+06,356,1,1,under_split
V0.5_c1,bgs,8,Chr1,0.025,10000,142,33,0.894366197183099,admissible
V0.5_c1,bgs,8,Chr1,0.025,25000,142,26,0.908450704225352,admissible
V0.5_c1,bgs,8,Chr1,0.025,50000,142,16,0.964788732394366,admissible
V0.5_c1,bgs,8,Chr1,0.025,1e+05,142,11,0.971830985915493,admissible
V0.5_c1,bgs,8,Chr1,0.025,250000,142,6,0.985915492957746,admissible
V0.5_c1,bgs,8,Chr1,0.025,5e+05,142,5,0.985915492957746,admissible
V0.5_c1,bgs,8,Chr1,0.025,1e+06,142,5,0.985915492957746,admissible
V0.5_c1,bgs,8,Chr1,0.025,2500000,142,2,0.992957746478873,admissible
V0.5_c1,bgs,8,Chr1,0.025,5e+06,142,1,1,under_split
V0.5_c1,bgs,8,Chr2,0.025,10000,102,30,0.892156862745098,admissible
V0.5_c1,bgs,8,Chr2,0.025,25000,102,17,0.941176470588235,admissible
V0.5_c1,bgs,8,Chr2,0.025,50000,102,11,0.970588235294118,admissible
V0.5_c1,bgs,8,Chr2,0.025,1e+05,102,8,0.990196078431373,admissible
V0.5_c1,bgs,8,Chr2,0.025,250000,102,6,1,admissible
V0.5_c1,bgs,8,Chr2,0.025,5e+05,102,4,1,admissible
V0.5_c1,bgs,8,Chr2,0.025,1e+06,102,4,1,admissible
V0.5_c1,bgs,8,Chr2,0.025,2500000,102,4,1,admissible
V0.5_c1,bgs,8,Chr2,0.025,5e+06,102,3,1,admissible
V0.5_c1,bgs,8,Chr1,0.05,10000,56,13,0.946428571428571,admissible
V0.5_c1,bgs,8,Chr1,0.05,25000,56,11,0.964285714285714,admissible
V0.5_c1,bgs,8,Chr1,0.05,50000,56,6,1,admissible
V0.5_c1,bgs,8,Chr1,0.05,1e+05,56,1,1,under_split
V0.5_c1,bgs,8,Chr1,0.05,250000,56,1,1,under_split
V0.5_c1,bgs,8,Chr1,0.05,5e+05,56,1,1,under_split
V0.5_c1,bgs,8,Chr1,0.05,1e+06,56,1,1,under_split
V0.5_c1,bgs,8,Chr1,0.05,2500000,56,1,1,under_split
V0.5_c1,bgs,8,Chr1,0.05,5e+06,56,1,1,under_split
V0.5_c1,bgs,8,Chr2,0.05,10000,24,11,0.708333333333333,admissible
V0.5_c1,bgs,8,Chr2,0.05,25000,24,9,0.75,admissible
V0.5_c1,bgs,8,Chr2,0.05,50000,24,7,0.875,admissible
V0.5_c1,bgs,8,Chr2,0.05,1e+05,24,4,0.916666666666667,admissible
V0.5_c1,bgs,8,Chr2,0.05,250000,24,3,1,admissible
V0.5_c1,bgs,8,Chr2,0.05,5e+05,24,1,1,under_split
V0.5_c1,bgs,8,Chr2,0.05,1e+06,24,1,1,under_split
V0.5_c1,bgs,8,Chr2,0.05,2500000,24,1,1,under_split
V0.5_c1,bgs,8,Chr2,0.05,5e+06,24,1,1,under_split
V0.5_c1,bgs,8,Chr1,0.1,10000,13,4,0.923076923076923,admissible
V0.5_c1,bgs,8,Chr1,0.1,25000,13,4,0.923076923076923,admissible
V0.5_c1,bgs,8,Chr1,0.1,50000,13,3,0.923076923076923,admissible
V0.5_c1,bgs,8,Chr1,0.1,1e+05,13,2,1,admissible
V0.5_c1,bgs,8,Chr1,0.1,250000,13,2,1,admissible
V0.5_c1,bgs,8,Chr1,0.1,5e+05,13,2,1,admissible
V0.5_c1,bgs,8,Chr1,0.1,1e+06,13,1,1,under_split
V0.5_c1,bgs,8,Chr1,0.1,2500000,13,1,1,under_split
V0.5_c1,bgs,8,Chr1,0.1,5e+06,13,1,1,under_split
V0.5_c1,bgs,8,Chr2,0.1,10000,5,1,1,under_split
V0.5_c1,bgs,8,Chr2,0.1,25000,5,1,1,under_split
V0.5_c1,bgs,8,Chr2,0.1,50000,5,1,1,under_split
V0.5_c1,bgs,8,Chr2,0.1,1e+05,5,1,1,under_split
V0.5_c1,bgs,8,Chr2,0.1,250000,5,1,1,under_split
V0.5_c1,bgs,8,Chr2,0.1,5e+05,5,1,1,under_split
V0.5_c1,bgs,8,Chr2,0.1,1e+06,5,1,1,under_split
V0.5_c1,bgs,8,Chr2,0.1,2500000,5,1,1,under_split
V0.5_c1,bgs,8,Chr2,0.1,5e+06,5,1,1,under_split
V0.5_c1,bgs,9,Chr1,0.00625,10000,1890,253,0.971428571428571,admissible
V0.5_c1,bgs,9,Chr1,0.00625,25000,1890,65,0.996825396825397,admissible
V0.5_c1,bgs,9,Chr1,0.00625,50000,1890,16,1,admissible
V0.5_c1,bgs,9,Chr1,0.00625,1e+05,1890,7,1,admissible
V0.5_c1,bgs,9,Chr1,0.00625,250000,1890,4,1,admissible
V0.5_c1,bgs,9,Chr1,0.00625,5e+05,1890,2,1,admissible
V0.5_c1,bgs,9,Chr1,0.00625,1e+06,1890,2,1,admissible
V0.5_c1,bgs,9,Chr1,0.00625,2500000,1890,1,1,under_split
V0.5_c1,bgs,9,Chr1,0.00625,5e+06,1890,1,1,under_split
V0.5_c1,bgs,9,Chr2,0.00625,10000,2203,245,0.970948706309578,admissible
V0.5_c1,bgs,9,Chr2,0.00625,25000,2203,75,0.995006808896959,admissible
V0.5_c1,bgs,9,Chr2,0.00625,50000,2203,18,0.998184294144349,admissible
V0.5_c1,bgs,9,Chr2,0.00625,1e+05,2203,7,0.999092147072174,admissible
V0.5_c1,bgs,9,Chr2,0.00625,250000,2203,2,1,admissible
V0.5_c1,bgs,9,Chr2,0.00625,5e+05,2203,2,1,admissible
V0.5_c1,bgs,9,Chr2,0.00625,1e+06,2203,1,1,under_split
V0.5_c1,bgs,9,Chr2,0.00625,2500000,2203,1,1,under_split
V0.5_c1,bgs,9,Chr2,0.00625,5e+06,2203,1,1,under_split
V0.5_c1,bgs,9,Chr1,0.0125,10000,221,62,0.895927601809955,admissible
V0.5_c1,bgs,9,Chr1,0.0125,25000,221,44,0.932126696832579,admissible
V0.5_c1,bgs,9,Chr1,0.0125,50000,221,28,0.972850678733032,admissible
V0.5_c1,bgs,9,Chr1,0.0125,1e+05,221,22,0.972850678733032,admissible
V0.5_c1,bgs,9,Chr1,0.0125,250000,221,10,0.986425339366516,admissible
V0.5_c1,bgs,9,Chr1,0.0125,5e+05,221,7,1,admissible
V0.5_c1,bgs,9,Chr1,0.0125,1e+06,221,6,1,admissible
V0.5_c1,bgs,9,Chr1,0.0125,2500000,221,1,1,under_split
V0.5_c1,bgs,9,Chr1,0.0125,5e+06,221,1,1,under_split
V0.5_c1,bgs,9,Chr2,0.0125,10000,271,77,0.837638376383764,admissible
V0.5_c1,bgs,9,Chr2,0.0125,25000,271,57,0.881918819188192,admissible
V0.5_c1,bgs,9,Chr2,0.0125,50000,271,40,0.918819188191882,admissible
V0.5_c1,bgs,9,Chr2,0.0125,1e+05,271,31,0.948339483394834,admissible
V0.5_c1,bgs,9,Chr2,0.0125,250000,271,12,0.985239852398524,admissible
V0.5_c1,bgs,9,Chr2,0.0125,5e+05,271,7,0.996309963099631,admissible
V0.5_c1,bgs,9,Chr2,0.0125,1e+06,271,4,0.996309963099631,admissible
V0.5_c1,bgs,9,Chr2,0.0125,2500000,271,1,1,under_split
V0.5_c1,bgs,9,Chr2,0.0125,5e+06,271,1,1,under_split
V0.5_c1,bgs,9,Chr1,0.025,10000,16,6,0.8125,admissible
V0.5_c1,bgs,9,Chr1,0.025,25000,16,6,0.8125,admissible
V0.5_c1,bgs,9,Chr1,0.025,50000,16,5,0.875,admissible
V0.5_c1,bgs,9,Chr1,0.025,1e+05,16,5,0.875,admissible
V0.5_c1,bgs,9,Chr1,0.025,250000,16,4,0.9375,admissible
V0.5_c1,bgs,9,Chr1,0.025,5e+05,16,2,1,admissible
V0.5_c1,bgs,9,Chr1,0.025,1e+06,16,2,1,admissible
V0.5_c1,bgs,9,Chr1,0.025,2500000,16,2,1,admissible
V0.5_c1,bgs,9,Chr1,0.025,5e+06,16,2,1,admissible
V0.5_c1,bgs,9,Chr2,0.025,10000,42,7,0.928571428571429,admissible
V0.5_c1,bgs,9,Chr2,0.025,25000,42,6,0.928571428571429,admissible
V0.5_c1,bgs,9,Chr2,0.025,50000,42,6,0.928571428571429,admissible
V0.5_c1,bgs,9,Chr2,0.025,1e+05,42,6,0.928571428571429,admissible
V0.5_c1,bgs,9,Chr2,0.025,250000,42,3,0.976190476190476,admissible
V0.5_c1,bgs,9,Chr2,0.025,5e+05,42,2,0.976190476190476,admissible
V0.5_c1,bgs,9,Chr2,0.025,1e+06,42,2,0.976190476190476,admissible
V0.5_c1,bgs,9,Chr2,0.025,2500000,42,1,1,under_split
V0.5_c1,bgs,9,Chr2,0.025,5e+06,42,1,1,under_split
V0.5_c1,bgs,9,Chr1,0.05,10000,6,2,1,admissible
V0.5_c1,bgs,9,Chr1,0.05,25000,6,2,1,admissible
V0.5_c1,bgs,9,Chr1,0.05,50000,6,2,1,admissible
V0.5_c1,bgs,9,Chr1,0.05,1e+05,6,2,1,admissible
V0.5_c1,bgs,9,Chr1,0.05,250000,6,2,1,admissible
V0.5_c1,bgs,9,Chr1,0.05,5e+05,6,1,1,under_split
V0.5_c1,bgs,9,Chr1,0.05,1e+06,6,1,1,under_split
V0.5_c1,bgs,9,Chr1,0.05,2500000,6,1,1,under_split
V0.5_c1,bgs,9,Chr1,0.05,5e+06,6,1,1,under_split
V0.5_c1,bgs,9,Chr2,0.05,10000,13,4,0.923076923076923,admissible
V0.5_c1,bgs,9,Chr2,0.05,25000,13,4,0.923076923076923,admissible
V0.5_c1,bgs,9,Chr2,0.05,50000,13,4,0.923076923076923,admissible
V0.5_c1,bgs,9,Chr2,0.05,1e+05,13,2,1,admissible
V0.5_c1,bgs,9,Chr2,0.05,250000,13,1,1,under_split
