file,Chr,w,a,c,contrast,regime,cMMb,span
8,Chr2,8,1.86062564771422e-06,1,0.964512002074544,structured,0.32535230828082,2026075.8
8,Chr2,9,6.8413115338477e-07,0.990195150224926,0.95470715229947,structured,0.119918818744505,2026075.8
8,Chr2,10,6.42315689308609e-06,0.999999999999981,0.964512002074525,structured,0.395961240135681,2026075.8
8,Chr2,11,1.04759045455987e-05,0.999169328153796,0.96368133022834,structured,0.791184614119571,2026075.8
8,Chr2,12,1.61457550667352e-05,1,0.964512002074544,structured,1.63972937252318,2026075.8
8,Chr2,13,2.71469545865918e-05,1,0.964512002074544,structured,2.70552027309757,2026075.8
8,Chr2,14,4.24169065393318e-05,1,0.964512002074544,structured,3.64926764391926,2026075.8
8,Chr2,15,6.96662637228205e-05,0.98862502455871,0.953137026633254,structured,6.18815593631701,2026075.8
8,Chr2,16,1.19720893770361e-05,0.932589219980632,0.897101222055177,structured,7.65846655156792,2026075.8
8,Chr2,17,6.61072298856907e-06,0.96334506187679,0.927857063951334,structured,6.62979561737356,2026075.8
8,Chr2,18,5.24867947504143e-05,0.970170939699812,0.934682941774356,structured,6.05962575474393,2026075.8
9,Chr1,1,8.76105648124222e-05,0.971972526004306,0.937753388056959,structured,6.9216929974805,2097558.5
9,Chr1,2,5.45867849764221e-05,0.955889781856052,0.921670643908704,structured,8.32395843764388,2097558.5
9,Chr1,3,2.28120809423025e-05,1,0.965780862052652,structured,5.80305381114445,2097558.5
9,Chr1,4,2.93903631514503e-05,1,0.965780862052652,structured,3.94966363519527,2097558.5
9,Chr1,5,2.19039999088076e-05,0.95769420608845,0.923475068141103,structured,2.21873254759566,2097558.5
9,Chr1,6,2.10232701454177e-06,0.951568474241412,0.917349336294065,structured,0.66056032114755,2097558.5
9,Chr1,7,4.01873163295935e-08,0.965914939353307,0.93169580140596,structured,0.0834622792465502,2097558.5
9,Chr1,8,0,0.976420964330348,0.942201826383,structured,0.0458909682181,2097558.5
9,Chr1,9,6.37717738292969e-07,0.998376138555847,0.9641570006085,structured,0.178302536019851,2097558.5
9,Chr1,10,8.14455484320898e-07,1,0.965780862052652,structured,0.451329638283313,2097558.5
9,Chr1,11,5.100182278502e-06,1,0.965780862052652,structured,0.866245208417312,2097558.5
9,Chr1,12,1.45842014063195e-05,1,0.965780862052652,structured,1.98652592971698,2097558.5
9,Chr1,13,3.17527389880761e-05,0.958995863800956,0.924776725853608,structured,3.49874735140007,2097558.5
9,Chr1,14,2.03502578176049e-05,0.999999999999987,0.965780862052639,structured,4.43351157308879,2097558.5
9,Chr1,15,2.06026605025229e-05,1,0.965780862052652,structured,7.23858542630401,2097558.5
9,Chr1,16,6.61383266281524e-05,1,0.965780862052652,structured,8.91496898681509,2097558.5
9,Chr1,17,4.62349747552429e-06,0.999999999999991,0.965780862052643,structured,4.55194756040773,2097558.5
9,Chr1,18,1.43277252754178e-06,1,0.965780862052652,structured,1.32535052861138,2097558.5
9,Chr2,1,6.45240059717547e-05,0.928740677920606,0.894521539973258,structured,6.92743849060886,2097719
9,Chr2,2,4.15495426056368e-05,0.987279555809301,0.953060417861954,structured,8.31081637769173,2097719
9,Chr2,3,1.25168438083014e-05,0.994863255960543,0.960644118013195,structured,5.79389419482842,2097719
9,Chr2,4,1.59969836239405e-05,1,0.965780862052652,structured,3.95351700460354,2097719
9,Chr2,5,2.32754090144546e-05,0.990152827859378,0.95593368991203,structured,2.2172470804636,2097719
9,Chr2,6,1.97895743246613e-06,1,0.965780862052652,structured,0.660745406901756,2097719
9,Chr2,7,0,0.972756863308861,0.938537725361514,structured,0.08264663264342,2097719
9,Chr2,8,0,0.966595117963339,0.932375980015991,structured,0.0466134474285627,2097719
9,Chr2,9,8.72523849821218e-07,0.981208718301692,0.946989580354344,structured,0.178288893793685,2097719
9,Chr2,10,1.3765255443188e-06,0.982865343392961,0.948646205445613,structured,0.450566876166471,2097719
9,Chr2,11,7.69319362473667e-06,0.97399564113448,0.939776503187132,structured,0.86617893054313,2097719
9,Chr2,12,1.57666494066226e-05,0.949339207436246,0.915120069488898,structured,1.98493447114282,2097719
9,Chr2,13,3.8982616756511e-05,0.979079935753914,0.944860797806567,structured,3.49933384413019,2097719
9,Chr2,14,2.93684833896549e-05,1,0.965780862052652,structured,4.45462176460876,2097719
9,Chr2,15,1.92198627827378e-05,1,0.965780862052652,structured,7.24532443775699,2097719
9,Chr2,16,7.8604723285556e-05,0.8965164007557,0.862297262808353,structured,8.90786787099133,2097719
9,Chr2,17,8.34445298206644e-06,0.999999999999987,0.96578086205264,structured,4.54267022915794,2097719
9,Chr2,18,3.97624479014223e-06,1,0.965780862052652,structured,1.33756758168185,2097719
10,Chr1,1,2.3010550211263e-05,0.925067689320724,0.895126674958028,structured,2.55885278921885,1693596.9
10,Chr1,2,3.5740049125344e-05,0.900231995776635,0.870290981413939,structured,7.59137995824778,1693596.9
10,Chr1,3,0.000142621767395227,0.999999999999977,0.970058985637281,structured,10.8763893059618,1693596.9
10,Chr1,4,2.32096765283658e-06,1,0.970058985637304,structured,7.74321049706149,1693596.9
10,Chr1,5,2.6678099477985e-06,1,0.970058985637304,structured,6.04888948110309,1693596.9
10,Chr1,6,2.04714192736154e-05,1,0.970058985637304,structured,6.15849025231447,1693596.9
10,Chr1,7,3.12886682306446e-05,1,0.970058985637304,structured,5.25512267189849,1693596.9
10,Chr1,8,1.23421930900007e-05,1,0.970058985637304,structured,3.98244436097192,1693596.9
10,Chr1,9,9.79544505199551e-06,1,0.970058985637304,structured,2.51421889745539,1693596.9
10,Chr1,10,4.35080470180013e-06,1,0.970058985637304,structured,1.3464394060435,1693596.9
10,Chr1,11,2.80258595483265e-06,1,0.970058985637304,structured,0.86371010731187,1693596.9
10,Chr1,12,1.32979835754935e-06,1,0.970058985637304,structured,0.630315277501985,1693596.9
10,Chr1,13,3.04972521126551e-07,1,0.970058985637304,structured,0.157357397146866,1693596.9
10,Chr1,14,5.27080310199811e-08,0.991420166614665,0.961479152251969,structured,0.243405263354145,1693596.9
10,Chr1,15,7.05367670075464e-07,0.993451354755769,0.963510340393073,structured,1.8775633817429,1693596.9
10,Chr1,16,5.00034882031787e-06,0.999999999999991,0.970058985637295,structured,4.56014263904742,1693596.9
10,Chr1,17,4.42880105989759e-05,0.97823153314198,0.948290518779284,structured,6.59769438824073,1693596.9
10,Chr1,18,7.00821663811375e-06,0.955039318783367,0.925098304420671,structured,4.85956675722739,1693596.9
10,Chr2,1,3.14044097022153e-05,1,0.970058985637304,structured,2.5519773357515,1693117.4
10,Chr2,2,3.48770347837146e-05,0.981780297795314,0.951839283432617,structured,7.58913316424355,1693117.4
10,Chr2,3,5.04937472032379e-05,0.866038136029694,0.836097121666998,structured,10.8852122258575,1693117.4
10,Chr2,4,2.69818897236745e-06,1,0.970058985637304,structured,7.75415800143922,1693117.4
10,Chr2,5,3.18925912616757e-06,1,0.970058985637304,structured,5.92246996818536,1693117.4
10,Chr2,6,5.26513418966836e-05,0.991007966362711,0.961066952000014,structured,6.15693734758475,1693117.4
10,Chr2,7,3.32243821685149e-05,0.93174673934346,0.901805724980764,structured,5.36597413483082,1693117.4
10,Chr2,8,3.17336518451386e-05,0.987646463102178,0.957705448739482,structured,3.97229098392373,1693117.4
10,Chr2,9,1.88605135050915e-05,0.972177915056848,0.942236900694151,structured,2.53263233339179,1693117.4
10,Chr2,10,1.21872991777073e-05,0.988054699791481,0.958113685428785,structured,1.35743858495085,1693117.4
10,Chr2,11,1.45011159764724e-05,0.999999999999987,0.970058985637291,structured,0.86479164103655,1693117.4
10,Chr2,12,1.29134617110255e-05,0.999999999999978,0.970058985637282,structured,0.630493786195808,1693117.4
10,Chr2,13,7.63257669718828e-07,0.993257159228083,0.963316144865387,structured,0.157401961612349,1693117.4
10,Chr2,14,1.67836575809814e-07,0.992070828810694,0.962129814447998,structured,0.240597082414843,1693117.4
10,Chr2,15,1.01215622094624e-05,0.999999999999984,0.970058985637287,structured,1.87502746461468,1693117.4
10,Chr2,16,1.03278237869184e-05,0.949807001098723,0.919865986736027,structured,4.55219701184707,1693117.4
10,Chr2,17,6.08809572693252e-05,0.988021466284732,0.958080451922036,structured,6.60391886994689,1693117.4
10,Chr2,18,4.39880278193391e-06,0.963109456220919,0.933168441858223,structured,4.86248913166722,1693117.4
10,Chr2,19,5.7726886865716e-06,0.97955229437802,0.949611280015324,structured,4.45646273802289,1693117.4
