marker	chr	scaffold	cM_FTC	cM_BEPA	old_chr	old_start	old_end	old_mid	new_chr	new_start	new_end	new_mid	bin_length
13_2	6	13	12.544	24.753	6	4552170	5046559	4799364	6	6152256	6646645	6399450	494390
13_3	6	13	13.525	25.857	6	5046560	5540949	5293754	6	6646646	7141035	6893840	494390
13_4	6	13	14.206	25.777	6	5540950	6035339	5788144	6	7141036	7635425	7388230	494390
13_5	6	13	15.194	26.388	6	6035340	6529729	6282534	6	7635426	8129815	7882620	494390
13_6	6	13	16.25	27.056	6	6529730	7024119	6776924	6	8129816	8624205	8377010	494390
13_7	6	13	16.672	27.267	6	7024120	7518509	7271314	6	8624206	9118595	8871400	494390
13_8	6	13	16.926	28.015	6	7518510	8012899	7765704	6	9118596	9612985	9365790	494390
13_9	6	13	17.71	28.496	6	8012900	8507289	8260094	6	9612986	10107375	9860180	494390
13_10	6	13	17.841	28.948	6	8507290	9001679	8754484	6	10107376	10601765	10354570	494390
13_11	6	13	18.369	29.5	6	9001680	9496069	9248874	6	10601766	11096155	10848960	494390
13_12	6	13	18.883	29.841	6	9496070	9990459	9743264	6	11096156	11590545	11343350	494390
13_13	6	13	19.286	30.338	6	9990460	10484849	10237654	6	11590546	12084935	11837740	494390
13_14	6	13	19.996	30.873	6	10484850	10979239	10732044	6	12084936	12579325	12332130	494390
13_15	6	13	20.869	31.91	6	10979240	11473629	11226434	6	12579326	13073715	12826520	494390
13_16	6	13	21.848	32.936	6	11473630	11968019	11720824	6	13073716	13568105	13320910	494390
13_17	6	13	22.718	33.451	6	11968020	12462409	12215214	6	13568106	14062495	13815300	494390
13_18	6	13	23.827	35.131	6	12462410	12956799	12709604	6	14062496	14556885	14309690	494390
13_19	6	13	24.8	36.478	6	12956800	13451189	13203994	6	14556886	15051275	14804080	494390
13_20	6	13	27.873	40.628	6	13451190	13945579	13698384	6	15051276	15545665	15298470	494390
13_21	6	13	32.076	43.001	6	13945580	14439970	14192775	6	15545666	16040056	15792861	494391
13_22	6	13	34.519	47.847	6	14439971	14934361	14687166	6	16040057	16534447	16287252	494391
13_23	6	13	40.862	55.023	6	14934362	15428752	15181557	6	16534448	17028838	16781643	494391
13_24	6	13	47.234	64.145	6	15428753	15923143	15675948	6	17028839	17523229	17276034	494391
13_25	6	13	54.314	74.385	6	15923144	16417534	16170339	6	17523230	18017620	17770425	494391
140_1	6	140	60.093		6	16418535	16539092	16478813	6	18018621	18139178	18078899	120558
140_2	6	140		81.14	6	16539093	16659650	16599371	6	18139179	18259736	18199457	120558
117_1	6	117	60.807	82.245	6	16660651	16872162	16766406	6	18260737	18472248	18366492	211512
117_2	6	117		83.032	6	16872163	17083675	16977919	6	18472249	18683761	18578005	211513
156_1	6	156	60.527		Un	33192445	33277554	33234999	6	18684762	18769871	18727316	85110
156_2	6	156	61.05	83.738	Un	33277555	33362665	33320110	6	18769872	18854982	18812427	85111
129_2	7	129	0.742	0.0	Un	28681962	28819305	28750633	7	1	137344	68672	137344
129_1	7	129	1.098	1.074	Un	28544618	28681961	28613289	7	137345	274688	206016	137344
131_1	7	131	1.473	8.765	Un	29057819	29183966	29120892	7	275689	401836	338762	126148
131_2	7	131	0.0	9.561	Un	29183967	29310115	29247041	7	401837	527985	464911	126149
86_2	7	86	2.646	11.54	7	269863	539725	404794	7	528986	798848	663917	269863
86_1	7	86	3.574	13.268	7	1	269862	134931	7	798849	1068710	933779	269862
118_1	7	118	5.081	15.403	7	540726	733991	637358	7	1069711	1262976	1166343	193266
118_2	7	118	8.163	18.179	7	733992	927258	830625	7	1262977	1456243	1359610	193267
55_1	7	55	13.89		7	928259	1351804	1140031	7	1457244	1880789	1669016	423546
55_2	7	55	18.891	32.568	7	1351805	1775351	1563578	7	1880790	2304336	2092563	423547
55_3	7	55	22.878	35.386	7	1775352	2198898	1987125	7	2304337	2727883	2516110	423547
39_1	7	39	25.511	37.091	7	2199899	2681550	2440724	7	2728884	3210535	2969709	481652
39_2	7	39	27.664	43.023	7	2681551	3163202	2922376	7	3210536	3692187	3451361	481652
39_3	7	39	36.847		7	3163203	3644854	3404028	7	3692188	4173839	3933013	481652
39_4	7	39	40.336	59.147	7	3644855	4126506	3885680	7	4173840	4655491	4414665	481652
39_5	7	39	43.74	61.847	7	4126507	4608158	4367332	7	4655492	5137143	4896317	481652
23_1	7	23	45.382	63.699	7	4609159	5092638	4850898	7	5138144	5621623	5379883	483480
23_2	7	23	46.131	65.47	7	5092639	5576119	5334379	7	5621624	6105104	5863364	483481
23_3	7	23	46.403	66.086	7	5576120	6059600	5817860	7	6105105	6588585	6346845	483481
23_4	7	23	46.552	66.425	7	6059601	6543081	6301341	7	6588586	7072066	6830326	483481
23_5	7	23	47.486	66.54	7	6543082	7026562	6784822	7	7072067	7555547	7313807	483481
23_6	7	23	47.757	66.886	7	7026563	7510043	7268303	7	7555548	8039028	7797288	483481
23_7	7	23	47.881	67.281	7	7510044	7993524	7751784	7	8039029	8522509	8280769	483481
23_8	7	23	47.929	67.754	7	7993525	8477005	8235265	7	8522510	9005990	8764250	483481
23_9	7	23	48.337	68.565	7	8477006	8960486	8718746	7	9005991	9489471	9247731	483481
23_10	7	23	48.229	68.561	7	8960487	9443967	9202227	7	9489472	9972952	9731212	483481
23_11	7	23	48.532	69.07	7	9443968	9927448	9685708	7	9972953	10456433	10214693	483481
23_12	7	23	48.761	69.345	7	9927449	10410929	10169189	7	10456434	10939914	10698174	483481
106_1	7	106	48.662	69.214	Un	24563072	24749755	24656413	7	10940915	11127598	11034256	186684
106_2	7	106	48.803	69.83	Un	24749756	24936439	24843097	7	11127599	11314282	11220940	186684
47_4	7	47	48.775	69.399	Un	9066810	9503854	9285332	7	11315283	11752327	11533805	437045
47_3	7	47	48.804	69.675	Un	8629765	9066809	8848287	7	11752328	12189372	11970850	437045
47_2	7	47	48.734	69.693	Un	8192720	8629764	8411242	7	12189373	12626417	12407895	437045
47_1	7	47	48.758	69.501	Un	7755675	8192719	7974197	7	12626418	13063462	12844940	437045
1_1	7	1	48.799	69.719	7	10411930	10903403	10657666	7	13064463	13555936	13310199	491474
1_2	7	1	48.782		7	10903404	11394877	11149140	7	13555937	14047410	13801673	491474
1_4	7	1	48.907	70.926	7	11886352	12377825	12132088	7	14538885	15030358	14784621	491474
1_5	7	1	49.215	71.396	7	12377826	12869299	12623562	7	15030359	15521832	15276095	491474
1_6	7	1	49.186	71.557	7	12869300	13360773	13115036	7	15521833	16013306	15767569	491474
1_7	7	1	49.365	71.57	7	13360774	13852247	13606510	7	16013307	16504780	16259043	491474
1_8	7	1	49.398	71.879	7	13852248	14343721	14097984	7	16504781	16996254	16750517	491474
1_9	7	1	49.467	72.034	7	14343722	14835196	14589459	7	16996255	17487729	17241992	491475
1_10	7	1	49.792	72.034	7	14835197	15326671	15080934	7	17487730	17979204	17733467	491475
1_11	7	1	50.073	72.342	7	15326672	15818146	15572409	7	17979205	18470679	18224942	491475
1_12	7	1	50.074	72.663	7	15818147	16309621	16063884	7	18470680	18962154	18716417	491475
1_13	7	1	50.128	73.729	7	16309622	16801096	16555359	7	18962155	19453629	19207892	491475
1_14	7	1	50.29	73.45	7	16801097	17292571	17046834	7	19453630	19945104	19699367	491475
1_15	7	1	50.235	73.595	7	17292572	17784046	17538309	7	19945105	20436579	20190842	491475
1_16	7	1	50.591	73.814	7	17784047	18275521	18029784	7	20436580	20928054	20682317	491475
1_17	7	1	50.67	74.134	7	18275522	18766996	18521259	7	20928055	21419529	21173792	491475
1_18	7	1	51.411	74.775	7	18766997	19258471	19012734	7	21419530	21911004	21665267	491475
1_19	7	1	51.188	75.087	7	19258472	19749946	19504209	7	21911005	22402479	22156742	491475
1_20	7	1	51.184	75.244	7	19749947	20241421	19995684	7	22402480	22893954	22648217	491475
1_21	7	1	51.753	75.824	7	20241422	20732896	20487159	7	22893955	23385429	23139692	491475
1_22	7	1	51.651	76.075	7	20732897	21224371	20978634	7	23385430	23876904	23631167	491475
1_23	7	1	52.545	76.658	7	21224372	21715846	21470109	7	23876905	24368379	24122642	491475
1_24	7	1		76.457	7	21715847	22207321	21961584	7	24368380	24859854	24614117	491475
1_25	7	1	54.67	77.075	7	22207322	22698796	22453059	7	24859855	25351329	25105592	491475
1_26	7	1	55.111	78.34	7	22698797	23190271	22944534	7	25351330	25842804	25597067	491475
1_27	7	1	56.259	80.332	7	23190272	23681746	23436009	7	25842805	26334279	26088542	491475
1_28	7	1	57.84	82.188	7	23681747	24173221	23927484	7	26334280	26825754	26580017	491475
1_29	7	1	59.907	85.807	7	24173222	24664696	24418959	7	26825755	27317229	27071492	491475
1_30	7	1	65.339	89.757	7	24664697	25156171	24910434	7	27317230	27808704	27562967	491475
1_31	7	1		95.386	7	25156172	25647646	25401909	7	27808705	28300179	28054442	491475
1_32	7	1	73.304	101.812	7	25647647	26139121	25893384	7	28300180	28791654	28545917	491475
1_33	7	1	82.374	113.118	7	26139122	26630596	26384859	7	28791655	29283129	29037392	491475
1_34	7	1	90.587	122.123	7	26630597	27122071	26876334	7	29283130	29774604	29528867	491475
1_35	7	1	95.137		7	27122072	27613546	27367809	7	29774605	30266079	30020342	491475
132_1	7	132	97.035	130.905	Un	29311116	29440825	29375970	7	30267080	30396789	30331934	129710
132_2	7	132	97.509		Un	29440826	29570536	29505681	7	30396790	30526500	30461645	129711
113_1	7	113	97.479		7	27614547	27775994	27695270	7	30527501	30688948	30608224	161448
113_2	7	113	97.948	129.787	7	27775995	27937443	27856719	7	30688949	30850397	30769673	161449
56_1	8	56	0.0		Un	12458397	12848036	12653216	8	1	389640	194820	389640
56_2	8	56	3.174	0.335	Un	12848037	13237676	13042856	8	389641	779280	584460	389640
56_3	8	56	3.53	0.0	Un	13237677	13627317	13432497	8	779281	1168921	974101	389641
53_1	8	53	4.564	2.445	8	1	456852	228426	8	1169922	1626773	1398347	456852
53_2	8	53	4.974	4.209	8	456853	913704	685278	8	1626774	2083625	1855199	456852
53_3	8	53	5.504	6.473	8	913705	1370556	1142130	8	2083626	2540477	2312051	456852
36_1	8	36	6.59	7.43	8	1371557	1818596	1595076	8	2541478	2988517	2764997	447040
36_2	8	36	9.933	10.19	8	1818597	2265636	2042116	8	2988518	3435557	3212037	447040
36_3	8	36	13.785	13.985	8	2265637	2712676	2489156	8	3435558	3882597	3659077	447040
36_4	8	36	16.252	17.631	8	2712677	3159717	2936197	8	3882598	4329638	4106118	447041
36_5	8	36	18.591	22.915	8	3159718	3606758	3383238	8	4329639	4776679	4553159	447041
36_6	8	36	20.292	26.253	8	3606759	4053799	3830279	8	4776680	5223720	5000200	447041
36_7	8	36	22.317	28.518	8	4053800	4500840	4277320	8	5223721	5670761	5447241	447041
9_1	8	9	22.784	30.007	8	4501841	4988251	4745046	8	5671762	6158172	5914967	486411
9_2	8	9	23.998	30.843	8	4988252	5474662	5231457	8	6158173	6644583	6401378	486411
9_3	8	9	24.678	32.486	8	5474663	5961073	5717868	8	6644584	7130994	6887789	486411
9_4	8	9	25.173	34.105	8	5961074	6447484	6204279	8	7130995	7617405	7374200	486411
9_5	8	9	25.798	35.188	8	6447485	6933895	6690690	8	7617406	8103816	7860611	486411
9_6	8	9	25.954	35.657	8	6933896	7420306	7177101	8	8103817	8590227	8347022	486411
9_7	8	9	26.602	36.929	8	7420307	7906717	7663512	8	8590228	9076638	8833433	486411
9_8	8	9	26.832	37.444	8	7906718	8393128	8149923	8	9076639	9563049	9319844	486411
9_9	8	9	26.845	37.357	8	8393129	8879539	8636334	8	9563050	10049460	9806255	486411
9_10	8	9	27.528	38.083	8	8879540	9365950	9122745	8	10049461	10535871	10292666	486411
9_11	8	9	27.609	38.409	8	9365951	9852361	9609156	8	10535872	11022282	10779077	486411
9_12	8	9	27.587	38.643	8	9852362	10338772	10095567	8	11022283	11508693	11265488	486411
9_13	8	9	27.616	39.294	8	10338773	10825183	10581978	8	11508694	11995104	11751899	486411
9_14	8	9	27.751	39.493	8	10825184	11311594	11068389	8	11995105	12481515	12238310	486411
9_15	8	9	27.956	39.641	8	11311595	11798005	11554800	8	12481516	12967926	12724721	486411
9_16	8	9	28.283	40.128	8	11798006	12284416	12041211	8	12967927	13454337	13211132	486411
9_17	8	9	28.406	39.964	8	12284417	12770827	12527622	8	13454338	13940748	13697543	486411
9_18	8	9	28.597	40.612	8	12770828	13257238	13014033	8	13940749	14427159	14183954	486411
9_19	8	9	29.525	41.394	8	13257239	13743649	13500444	8	14427160	14913570	14670365	486411
9_20	8	9	30.555	42.462	8	13743650	14230060	13986855	8	14913571	15399981	15156776	486411
9_21	8	9	32.717	43.734	8	14230061	14716471	14473266	8	15399982	15886392	15643187	486411
9_22	8	9	34.269	44.91	8	14716472	15202882	14959677	8	15886393	16372803	16129598	486411
9_23	8	9	37.056	47.749	8	15202883	15689293	15446088	8	16372804	16859214	16616009	486411
9_24	8	9	39.325	51.739	8	15689294	16175704	15932499	8	16859215	17345625	17102420	486411
9_25	8	9	43.715	58.774	8	16175705	16662115	16418910	8	17345626	17832036	17588831	486411
9_26	8	9	50.228	67.518	8	16662116	17148526	16905321	8	17832037	18318447	18075242	486411
9_27	8	9	55.263	72.432	8	17148527	17634937	17391732	8	18318448	18804858	18561653	486411
9_28	8	9	60.835	77.238	8	17634938	18121348	17878143	8	18804859	19291269	19048064	486411
71_1	8	71	68.355	83.858	8	18122349	18533928	18328138	8	19292270	19703849	19498059	411580
71_2	8	71	71.098	86.932	8	18533929	18945509	18739719	8	19703850	20115430	19909640	411581
138_2	8	138	73.178	89.244	8	19251091	19368704	19309897	8	20116431	20234044	20175237	117614
138_1	8	138		89.349	8	19133478	19251090	19192284	8	20234045	20351657	20292851	117613
153_2	8	153		89.733	8	19039494	19132477	19085985	8	20352658	20445641	20399149	92984
153_1	8	153		90.977	8	18946510	19039493	18993001	8	20445642	20538625	20492133	92984
31_1	9	31	0.0	0.0	9	1	478688	239344	9	1	478688	239344	478688
31_2	9	31	2.755	1.424	9	478689	957376	718032	9	478689	957376	718032	478688
31_3	9	31	5.615	5.553	9	957377	1436065	1196721	9	957377	1436065	1196721	478689
31_4	9	31	11.258	12.217	9	1436066	1914754	1675410	9	1436066	1914754	1675410	478689
31_5	9	31	16.533	27.264	9	1914755	2393443	2154099	9	1914755	2393443	2154099	478689
31_6	9	31	19.231	32.751	9	2393444	2872132	2632788	9	2393444	2872132	2632788	478689
31_7	9	31	19.663	34.09	9	2872133	3350821	3111477	9	2872133	3350821	3111477	478689
31_8	9	31	20.147	35.434	9	3350822	3829510	3590166	9	3350822	3829510	3590166	478689
31_9	9	31	20.27	35.162	9	3829511	4308199	4068855	9	3829511	4308199	4068855	478689
8_28	9	8		35.224	9	17409012	17894190	17651601	9	4309200	4794378	4551789	485179
8_27	9	8	20.465	35.259	9	16923833	17409011	17166422	9	4794379	5279557	5036968	485179
8_26	9	8		35.925	9	16438654	16923832	16681243	9	5279558	5764736	5522147	485179
8_25	9	8	21.069	36.307	9	15953475	16438653	16196064	9	5764737	6249915	6007326	485179
8_24	9	8	20.868	37.455	9	15468296	15953474	15710885	9	6249916	6735094	6492505	485179
8_23	9	8		38.046	9	14983117	15468295	15225706	9	6735095	7220273	6977684	485179
8_22	9	8	22.234	38.359	9	14497938	14983116	14740527	9	7220274	7705452	7462863	485179
8_21	9	8	23.407	38.885	9	14012760	14497937	14255348	9	7705453	8190630	7948041	485178
8_20	9	8	23.843	40.003	9	13527582	14012759	13770170	9	8190631	8675808	8433219	485178
8_19	9	8	23.785	40.38	9	13042404	13527581	13284992	9	8675809	9160986	8918397	485178
8_18	9	8	24.461	40.509	9	12557226	13042403	12799814	9	9160987	9646164	9403575	485178
8_17	9	8	25.696	41.588	9	12072048	12557225	12314636	9	9646165	10131342	9888753	485178
8_16	9	8	26.021	41.808	9	11586870	12072047	11829458	9	10131343	10616520	10373931	485178
8_15	9	8	26.225	42.195	9	11101692	11586869	11344280	9	10616521	11101698	10859109	485178
8_14	9	8	27.421	42.486	9	10616514	11101691	10859102	9	11101699	11586876	11344287	485178
8_13	9	8	28.562	43.316	9	10131336	10616513	10373924	9	11586877	12072054	11829465	485178
8_12	9	8	28.673	44.038	9	9646158	10131335	9888746	9	12072055	12557232	12314643	485178
8_11	9	8	29.36	44.431	9	9160980	9646157	9403568	9	12557233	13042410	12799821	485178
8_10	9	8	29.184	44.572	9	8675802	9160979	8918390	9	13042411	13527588	13284999	485178
8_9	9	8	29.823	44.884	9	8190624	8675801	8433212	9	13527589	14012766	13770177	485178
8_8	9	8	31.47	46.084	9	7705446	8190623	7948034	9	14012767	14497944	14255355	485178
8_7	9	8	32.516	47.659	9	7220268	7705445	7462856	9	14497945	14983122	14740533	485178
8_6	9	8	33.618	48.567	9	6735090	7220267	6977678	9	14983123	15468300	15225711	485178
8_5	9	8	35.399	51.069	9	6249912	6735089	6492500	9	15468301	15953478	15710889	485178
8_4	9	8	37.917	52.489	9	5764734	6249911	6007322	9	15953479	16438656	16196067	485178
8_3	9	8	39.877	57.514	9	5279556	5764733	5522144	9	16438657	16923834	16681245	485178
8_2	9	8	43.619	60.243	9	4794378	5279555	5036966	9	16923835	17409012	17166423	485178
8_1	9	8	47.185	70.039	9	4309200	4794377	4551788	9	17409013	17894190	17651601	485178
77_1	9	77	54.082	72.746	9	17895191	18197494	18046342	9	17895191	18197494	18046342	302304
77_2	9	77	56.703	76.583	9	18197495	18499799	18348647	9	18197495	18499799	18348647	302305
91_2	9	91	59.551	79.209	9	18766024	19031248	18898636	9	18500800	18766024	18633412	265225
91_1	9	91	61.907	81.786	9	18500800	18766023	18633411	9	18766025	19031248	18898636	265224
105_1	9	105	63.734	85.077	9	19032249	19258665	19145457	9	19032249	19258665	19145457	226417
105_2	9	105	64.643	86.853	9	19258666	19485083	19371874	9	19258666	19485083	19371874	226418
183_2	9	183	65.768	88.933	9	19546689	19607294	19576991	9	19486084	19546689	19516386	60606
183_1	9	183	66.271	90.0	9	19486084	19546688	19516386	9	19546690	19607294	19576992	60605
198_2	9	198		94.669	Un	38652355	38706708	38679531	9	19662648	19717001	19689824	54354
189_1	9	189	69.41	92.653	9	19627166	19685624	19656395	9	19718002	19776460	19747231	58459
189_2	9	189		101.221	9	19685625	19744083	19714854	9	19776461	19834919	19805690	58459
177_1	9	177	71.678	96.791	Un	36343914	36418411	36381162	9	19835920	19910417	19873168	74498
177_2	9	177	72.133	98.771	Un	36418412	36492910	36455661	9	19910418	19984916	19947667	74499
244_1	9	244	74.575	100.323	Un	42813443	42864682	42839062	9	19985917	20037156	20011536	51240
87_2	9	87	76.27	103.191	9	19997282	20249479	20123380	9	20089398	20341595	20215496	252198
87_1	9	87	76.896	100.018	9	19745084	19997281	19871182	9	20341596	20593793	20467694	252198
111_1	10	111	2.019	0.0	Un	25287698	25459635	25373666	10	1	171938	85969	171938
111_2	10	111	2.341	0.77	Un	25459636	25631573	25545604	10	171939	343876	257907	171938
130_2	10	130	2.495	1.389	Un	28938562	29056818	28997690	10	344877	463133	404005	118257
130_1	10	130	1.801	1.82	Un	28820306	28938561	28879433	10	463134	581389	522261	118256
101_2	10	101	2.024		Un	24369760	24562071	24465915	10	582390	774701	678545	192312
101_1	10	101	2.608		Un	24177449	24369759	24273604	10	774702	967012	870857	192311
58_2	10	58	2.031	3.537	Un	13998363	14368407	14183385	10	1338058	1708102	1523080	370045
58_1	10	58	2.926		Un	13628318	13998362	13813340	10	1708103	2078147	1893125	370045
5_1	10	5	2.21	6.091	10	1	484706	242353	10	2079148	2563853	2321500	484706
5_2	10	5	0.0		10	484707	969413	727060	10	2563854	3048560	2806207	484707
5_3	10	5	4.07	12.223	10	969414	1454120	1211767	10	3048561	3533267	3290914	484707
5_4	10	5	5.057	13.816	10	1454121	1938827	1696474	10	3533268	4017974	3775621	484707
5_5	10	5	7.194	18.489	10	1938828	2423534	2181181	10	4017975	4502681	4260328	484707
5_6	10	5	8.255	21.031	10	2423535	2908241	2665888	10	4502682	4987388	4745035	484707
5_7	10	5	9.803	22.845	10	2908242	3392948	3150595	10	4987389	5472095	5229742	484707
5_8	10	5	11.688	23.876	10	3392949	3877655	3635302	10	5472096	5956802	5714449	484707
5_9	10	5	14.158	26.885	10	3877656	4362362	4120009	10	5956803	6441509	6199156	484707
5_10	10	5	16.417	27.73	10	4362363	4847069	4604716	10	6441510	6926216	6683863	484707
5_11	10	5	18.884	29.9	10	4847070	5331776	5089423	10	6926217	7410923	7168570	484707
5_12	10	5	20.271	30.397	10	5331777	5816483	5574130	10	7410924	7895630	7653277	484707
5_13	10	5	20.558	30.988	10	5816484	6301190	6058837	10	7895631	8380337	8137984	484707
5_14	10	5	20.932	31.159	10	6301191	6785897	6543544	10	8380338	8865044	8622691	484707
5_15	10	5	21.163	31.994	10	6785898	7270604	7028251	10	8865045	9349751	9107398	484707
5_16	10	5	22.27	32.827	10	7270605	7755311	7512958	10	9349752	9834458	9592105	484707
5_17	10	5	22.549	33.76	10	7755312	8240018	7997665	10	9834459	10319165	10076812	484707
5_18	10	5	22.688	34.404	10	8240019	8724725	8482372	10	10319166	10803872	10561519	484707
5_19	10	5	23.018	34.954	10	8724726	9209432	8967079	10	10803873	11288579	11046226	484707
5_20	10	5	24.065	35.331	10	9209433	9694139	9451786	10	11288580	11773286	11530933	484707
5_21	10	5	25.257	35.659	10	9694140	10178846	9936493	10	11773287	12257993	12015640	484707
5_22	10	5	25.747	36.564	10	10178847	10663553	10421200	10	12257994	12742700	12500347	484707
5_23	10	5	27.585	38.421	10	10663554	11148260	10905907	10	12742701	13227407	12985054	484707
5_24	10	5	28.444	39.44	10	11148261	11632967	11390614	10	13227408	13712114	13469761	484707
5_25	10	5	30.55	42.695	10	11632968	12117674	11875321	10	13712115	14196821	13954468	484707
5_26	10	5	36.073	47.352	10	12117675	12602381	12360028	10	14196822	14681528	14439175	484707
5_27	10	5	40.928	54.723	10	12602382	13087088	12844735	10	14681529	15166235	14923882	484707
5_28	10	5	44.879	62.66	10	13087089	13571795	13329442	10	15166236	15650942	15408589	484707
5_29	10	5	52.459	73.24	10	13571796	14056502	13814149	10	15650943	16135649	15893296	484707
5_30	10	5	62.179	83.895	10	14056503	14541209	14298856	10	16135650	16620356	16378003	484707
149_1	10	149	62.878	84.132	Un	31976087	32069761	32022924	10	16621357	16715031	16668194	93675
149_2	10	149	61.96	84.178	Un	32069762	32163437	32116599	10	16715032	16808707	16761869	93676
208_2	10	208	62.491	84.353	Un	39765811	39820485	39793148	10	16809708	16864382	16837045	54675
208_1	10	208	60.979	85.083	Un	39711137	39765810	39738473	10	16864383	16919056	16891719	54674
59_1	10	59	63.443	84.29	10	14542210	14913952	14728081	10	16920057	17291799	17105928	371743
59_2	10	59	64.663	83.017	10	14913953	15285696	15099824	10	17291800	17663543	17477671	371744
59_3	10	59	65.206	85.737	10	15285697	15657440	15471568	10	17663544	18035287	17849415	371744
80_1	11	80	0.195	0.0	Un	19602079	19897696	19749887	11	1	295618	147809	295618
80_2	11	80	0.0	0.827	Un	19897697	20193314	20045505	11	295619	591236	443427	295618
167_2	11	167	0.45		Un	35065027	35142483	35103755	11	669694	747150	708422	77457
75_1	11	75	0.774	2.447	11	1	310076	155038	11	748151	1058226	903188	310076
75_2	11	75	1.315	1.68	11	310077	620152	465114	11	1058227	1368302	1213264	310076
49_4	11	49	0.895	3.016	11	1808693	2204539	2006616	11	1369303	1765149	1567226	395847
49_3	11	49	0.982	4.846	11	1412846	1808692	1610769	11	1765150	2160996	1963073	395847
49_2	11	49	1.166	5.276	11	1016999	1412845	1214922	11	2160997	2556843	2358920	395847
49_1	11	49	1.525	6.776	11	621153	1016998	819075	11	2556844	2952689	2754766	395846
11_1	11	11	3.222	8.602	11	2205540	2703476	2454508	11	2953690	3451626	3202658	497937
11_2	11	11	5.649	12.823	11	2703477	3201413	2952445	11	3451627	3949563	3700595	497937
11_3	11	11	6.308	14.27	11	3201414	3699350	3450382	11	3949564	4447500	4198532	497937
11_4	11	11	9.558	16.692	11	3699351	4197287	3948319	11	4447501	4945437	4696469	497937
11_5	11	11	9.259	17.784	11	4197288	4695224	4446256	11	4945438	5443374	5194406	497937
11_6	11	11	11.428	19.347	11	4695225	5193161	4944193	11	5443375	5941311	5692343	497937
11_7	11	11	11.653	20.699	11	5193162	5691098	5442130	11	5941312	6439248	6190280	497937
11_8	11	11	11.621	20.721	11	5691099	6189035	5940067	11	6439249	6937185	6688217	497937
11_9	11	11	12.297	22.043	11	6189036	6686972	6438004	11	6937186	7435122	7186154	497937
11_10	11	11	12.537	23.374	11	6686973	7184909	6935941	11	7435123	7933059	7684091	497937
11_11	11	11	12.854	24.383	11	7184910	7682846	7433878	11	7933060	8430996	8182028	497937
11_12	11	11	13.175	24.88	11	7682847	8180783	7931815	11	8430997	8928933	8679965	497937
11_13	11	11	13.501	25.803	11	8180784	8678720	8429752	11	8928934	9426870	9177902	497937
11_14	11	11	14.274	26.389	11	8678721	9176657	8927689	11	9426871	9924807	9675839	497937
11_15	11	11	15.063	27.172	11	9176658	9674595	9425626	11	9924808	10422745	10173776	497938
11_16	11	11	15.473	27.802	11	9674596	10172533	9923564	11	10422746	10920683	10671714	497938
11_17	11	11	15.856	28.334	11	10172534	10670471	10421502	11	10920684	11418621	11169652	497938
11_18	11	11	17.774	30.145	11	10670472	11168409	10919440	11	11418622	11916559	11667590	497938
11_19	11	11	18.864	30.393	11	11168410	11666347	11417378	11	11916560	12414497	12165528	497938
11_20	11	11	19.232	31.291	11	11666348	12164285	11915316	11	12414498	12912435	12663466	497938
11_21	11	11	20.237	32.127	11	12164286	12662223	12413254	11	12912436	13410373	13161404	497938
11_22	11	11	21.271	33.832	11	12662224	13160161	12911192	11	13410374	13908311	13659342	497938
11_23	11	11	24.447	36.856	11	13160162	13658099	13409130	11	13908312	14406249	14157280	497938
11_24	11	11	28.818	40.002	11	13658100	14156037	13907068	11	14406250	14904187	14655218	497938
11_25	11	11	35.749	50.312	11	14156038	14653975	14405006	11	14904188	15402125	15153156	497938
11_26	11	11	40.52	57.848	11	14653976	15151913	14902944	11	15402126	15900063	15651094	497938
151_1	11	151	44.24	63.519	Un	32355919	32451606	32403762	11	15901064	15996751	15948907	95688
151_2	11	151		65.276	Un	32451607	32547295	32499451	11	15996752	16092440	16044596	95689
79_2	11	79	49.406	67.099	11	15444794	15736674	15590734	11	16093441	16385321	16239381	291881
79_1	11	79	53.409	70.295	11	15152914	15444793	15298853	11	16385322	16677201	16531261	291880
103_2	11	103	64.191		11	15934848	16132021	16033434	11	16678202	16875375	16776788	197174
103_1	11	103	64.835	78.588	11	15737675	15934847	15836261	11	16875376	17072548	16973962	197173
100_2	11	100	61.533	81.074	11	16347661	16562300	16454980	11	17073549	17288188	17180868	214640
100_1	11	100	62.575	82.232	11	16133022	16347660	16240341	11	17288189	17502827	17395508	214639
190_1	11	190		84.054	11	16563301	16634676	16598988	11	17503828	17575203	17539515	71376
190_2	11	190	62.829		11	16634677	16706052	16670364	11	17575204	17646579	17610891	71376
114_1	12	114	0.0	1.059	Un	25991229	26175874	26083551	12	1	184646	92323	184646
114_2	12	114	0.452	0.0	Un	26175875	26360520	26268197	12	184647	369292	276969	184646
139_2	12	139	1.87	0.875	Un	30706349	30817804	30762076	12	370293	481748	426020	111456
139_1	12	139	3.382	1.734	Un	30594894	30706348	30650621	12	481749	593203	537476	111455
195_2	12	195	5.261	2.98	Un	38307285	38380945	38344115	12	594204	667864	631034	73661
195_1	12	195	6.45		Un	38233625	38307284	38270454	12	667865	741524	704694	73660
180_1	12	180	6.088	5.671	Un	36787135	36856035	36821585	12	742525	811425	776975	68901
158_1	12	158	11.37		12	1	90198	45099	12	881327	971524	926425	90198
158_2	12	158	12.808	10.433	12	90199	180396	135297	12	971525	1061722	1016623	90198
