label,tau,lmin,detected,n_match,match_score,size,score,maxC,emp_p,q_R,sig,n_tested
A02_Chr1:21.50-21.93Mb*inv,0.04,20,TRUE,1,1,266,25.9325,0.765,0.0149253731343284,0.0149253731343284,TRUE,3
A03_Chr3:13.03-13.03Mb,0.04,20,FALSE,0,0,,,,,,FALSE,3
A04_Chr4:22.51-22.51Mb,0.04,20,FALSE,0,0,,,,,,FALSE,3
A05_Chr4:25.67-25.99Mb,0.04,20,FALSE,0,0,,,,,,FALSE,3
A06_Chr4:27.55-27.55Mb,0.04,20,FALSE,0,0,,,,,,FALSE,3
A07_Chr4:12.81-12.81Mb*Eda,0.04,20,FALSE,0,0,,,,,,FALSE,3
A08_Chr5:2.48-2.50Mb,0.04,20,TRUE,1,1,23,2.63,0.3225,0.0149253731343284,0.0149253731343284,TRUE,3
A09_Chr7:11.55-11.66Mb,0.04,20,FALSE,0,0,,,,,,FALSE,3
A10_Chr12:15.55-15.55Mb,0.04,20,FALSE,0,0,,,,,,FALSE,3
A11_Chr12:16.52-16.55Mb,0.04,20,FALSE,0,0,,,,,,FALSE,3
A12_Chr17:6.55-6.77Mb,0.04,20,FALSE,0,0,,,,,,FALSE,3
A13_Chr17:9.94-9.94Mb,0.04,20,FALSE,0,0,,,,,,FALSE,3
A14_Chr18:5.61-5.61Mb,0.04,20,FALSE,0,0,,,,,,FALSE,3
A15_Chr20:0.18-0.26Mb,0.04,20,TRUE,1,1,40,5.0575,0.5775,0.00497512437810945,0.0149253731343284,TRUE,3
A16_Chr20:3.67-3.67Mb,0.04,20,FALSE,0,0,,,,,,FALSE,3
A17_Chr20:8.89-8.90Mb,0.04,20,FALSE,0,0,,,,,,FALSE,3
A01_Chr1:27.28-27.28Mb,0.06,1,TRUE,1,1,3,0.355,0.1875,0.0199004975124378,0.0248756218905473,TRUE,55
A02_Chr1:21.50-21.93Mb*inv,0.06,1,TRUE,1,0.787755102040816,193,22.225,0.765,0.0149253731343284,0.0248756218905473,TRUE,55
A03_Chr3:13.03-13.03Mb,0.06,1,FALSE,0,0,,,,,,FALSE,55
A04_Chr4:22.51-22.51Mb,0.06,1,TRUE,1,1,4,0.58,0.185,0.0248756218905473,0.0258143246033981,TRUE,55
A05_Chr4:25.67-25.99Mb,0.06,1,FALSE,0,0,,,,,,FALSE,55
A06_Chr4:27.55-27.55Mb,0.06,1,TRUE,1,1,5,1.26,0.4375,0.0248756218905473,0.0258143246033981,TRUE,55
A07_Chr4:12.81-12.81Mb*Eda,0.06,1,TRUE,1,0.5,2,0.3775,0.305,0.0149253731343284,0.0248756218905473,TRUE,55
A08_Chr5:2.48-2.50Mb,0.06,1,TRUE,1,0.954545454545455,21,2.535,0.3225,0.0149253731343284,0.0248756218905473,TRUE,55
A09_Chr7:11.55-11.66Mb,0.06,1,TRUE,1,0.6,6,1.7225,0.745,0.00497512437810945,0.0248756218905473,TRUE,55
A10_Chr12:15.55-15.55Mb,0.06,1,TRUE,1,1,4,0.34,0.1275,0.0199004975124378,0.0248756218905473,TRUE,55
A11_Chr12:16.52-16.55Mb,0.06,1,TRUE,1,1,5,0.755,0.4,0.0248756218905473,0.0258143246033981,TRUE,55
A12_Chr17:6.55-6.77Mb,0.06,1,TRUE,1,1,5,1.395,0.685,0.0199004975124378,0.0248756218905473,TRUE,55
A13_Chr17:9.94-9.94Mb,0.06,1,TRUE,1,1,9,1.645,0.79,0.0199004975124378,0.0248756218905473,TRUE,55
A14_Chr18:5.61-5.61Mb,0.06,1,TRUE,1,1,3,0.5025,0.2525,0.0199004975124378,0.0248756218905473,TRUE,55
A15_Chr20:0.18-0.26Mb,0.06,1,TRUE,1,0.939393939393939,31,4.645,0.5775,0.00497512437810945,0.0248756218905473,TRUE,55
A16_Chr20:3.67-3.67Mb,0.06,1,TRUE,1,1,3,0.405,0.285,0.0248756218905473,0.0258143246033981,TRUE,55
A17_Chr20:8.89-8.90Mb,0.06,1,FALSE,0,0,,,,,,FALSE,55
A01_Chr1:27.28-27.28Mb,0.06,2,TRUE,1,1,3,0.355,0.1875,0.0199004975124378,0.0248756218905473,TRUE,16
A02_Chr1:21.50-21.93Mb*inv,0.06,2,TRUE,1,0.787755102040816,193,22.225,0.765,0.0149253731343284,0.0248756218905473,TRUE,16
A03_Chr3:13.03-13.03Mb,0.06,2,FALSE,0,0,,,,,,FALSE,16
A04_Chr4:22.51-22.51Mb,0.06,2,TRUE,1,1,4,0.58,0.185,0.0248756218905473,0.0248756218905473,TRUE,16
A05_Chr4:25.67-25.99Mb,0.06,2,FALSE,0,0,,,,,,FALSE,16
A06_Chr4:27.55-27.55Mb,0.06,2,TRUE,1,1,5,1.26,0.4375,0.0248756218905473,0.0248756218905473,TRUE,16
A07_Chr4:12.81-12.81Mb*Eda,0.06,2,TRUE,1,0.5,2,0.3775,0.305,0.0149253731343284,0.0248756218905473,TRUE,16
A08_Chr5:2.48-2.50Mb,0.06,2,TRUE,1,0.954545454545455,21,2.535,0.3225,0.0149253731343284,0.0248756218905473,TRUE,16
A09_Chr7:11.55-11.66Mb,0.06,2,TRUE,1,0.6,6,1.7225,0.745,0.00497512437810945,0.0248756218905473,TRUE,16
A10_Chr12:15.55-15.55Mb,0.06,2,TRUE,1,1,4,0.34,0.1275,0.0199004975124378,0.0248756218905473,TRUE,16
A11_Chr12:16.52-16.55Mb,0.06,2,TRUE,1,1,5,0.755,0.4,0.0248756218905473,0.0248756218905473,TRUE,16
A12_Chr17:6.55-6.77Mb,0.06,2,TRUE,1,1,5,1.395,0.685,0.0199004975124378,0.0248756218905473,TRUE,16
A13_Chr17:9.94-9.94Mb,0.06,2,TRUE,1,1,9,1.645,0.79,0.0199004975124378,0.0248756218905473,TRUE,16
A14_Chr18:5.61-5.61Mb,0.06,2,TRUE,1,1,3,0.5025,0.2525,0.0199004975124378,0.0248756218905473,TRUE,16
A15_Chr20:0.18-0.26Mb,0.06,2,TRUE,1,0.939393939393939,31,4.645,0.5775,0.00497512437810945,0.0248756218905473,TRUE,16
A16_Chr20:3.67-3.67Mb,0.06,2,TRUE,1,1,3,0.405,0.285,0.0248756218905473,0.0248756218905473,TRUE,16
A17_Chr20:8.89-8.90Mb,0.06,2,FALSE,0,0,,,,,,FALSE,16
A01_Chr1:27.28-27.28Mb,0.06,3,TRUE,1,1,3,0.355,0.1875,0.0199004975124378,0.0248756218905473,TRUE,13
A02_Chr1:21.50-21.93Mb*inv,0.06,3,TRUE,1,0.787755102040816,193,22.225,0.765,0.0149253731343284,0.0248756218905473,TRUE,13
A03_Chr3:13.03-13.03Mb,0.06,3,FALSE,0,0,,,,,,FALSE,13
A04_Chr4:22.51-22.51Mb,0.06,3,TRUE,1,1,4,0.58,0.185,0.0248756218905473,0.0248756218905473,TRUE,13
A05_Chr4:25.67-25.99Mb,0.06,3,FALSE,0,0,,,,,,FALSE,13
A06_Chr4:27.55-27.55Mb,0.06,3,TRUE,1,1,5,1.26,0.4375,0.0248756218905473,0.0248756218905473,TRUE,13
A07_Chr4:12.81-12.81Mb*Eda,0.06,3,FALSE,0,0,,,,,,FALSE,13
A08_Chr5:2.48-2.50Mb,0.06,3,TRUE,1,0.954545454545455,21,2.535,0.3225,0.0149253731343284,0.0248756218905473,TRUE,13
A09_Chr7:11.55-11.66Mb,0.06,3,TRUE,1,0.6,6,1.7225,0.745,0.00497512437810945,0.0248756218905473,TRUE,13
A10_Chr12:15.55-15.55Mb,0.06,3,TRUE,1,1,4,0.34,0.1275,0.0199004975124378,0.0248756218905473,TRUE,13
A11_Chr12:16.52-16.55Mb,0.06,3,TRUE,1,1,5,0.755,0.4,0.0248756218905473,0.0248756218905473,TRUE,13
A12_Chr17:6.55-6.77Mb,0.06,3,TRUE,1,1,5,1.395,0.685,0.0199004975124378,0.0248756218905473,TRUE,13
A13_Chr17:9.94-9.94Mb,0.06,3,TRUE,1,1,9,1.645,0.79,0.0199004975124378,0.0248756218905473,TRUE,13
A14_Chr18:5.61-5.61Mb,0.06,3,TRUE,1,1,3,0.5025,0.2525,0.0199004975124378,0.0248756218905473,TRUE,13
A15_Chr20:0.18-0.26Mb,0.06,3,TRUE,1,0.939393939393939,31,4.645,0.5775,0.00497512437810945,0.0248756218905473,TRUE,13
A16_Chr20:3.67-3.67Mb,0.06,3,TRUE,1,1,3,0.405,0.285,0.0248756218905473,0.0248756218905473,TRUE,13
A17_Chr20:8.89-8.90Mb,0.06,3,FALSE,0,0,,,,,,FALSE,13
A01_Chr1:27.28-27.28Mb,0.06,5,FALSE,0,0,,,,,,FALSE,8
A02_Chr1:21.50-21.93Mb*inv,0.06,5,TRUE,1,0.787755102040816,193,22.225,0.765,0.0149253731343284,0.0248756218905473,TRUE,8
A03_Chr3:13.03-13.03Mb,0.06,5,FALSE,0,0,,,,,,FALSE,8
A04_Chr4:22.51-22.51Mb,0.06,5,FALSE,0,0,,,,,,FALSE,8
A05_Chr4:25.67-25.99Mb,0.06,5,FALSE,0,0,,,,,,FALSE,8
A06_Chr4:27.55-27.55Mb,0.06,5,TRUE,1,1,5,1.26,0.4375,0.0248756218905473,0.0248756218905473,TRUE,8
A07_Chr4:12.81-12.81Mb*Eda,0.06,5,FALSE,0,0,,,,,,FALSE,8
A08_Chr5:2.48-2.50Mb,0.06,5,TRUE,1,0.954545454545455,21,2.535,0.3225,0.0149253731343284,0.0248756218905473,TRUE,8
A09_Chr7:11.55-11.66Mb,0.06,5,TRUE,1,0.6,6,1.7225,0.745,0.00497512437810945,0.0199004975124378,TRUE,8
A10_Chr12:15.55-15.55Mb,0.06,5,FALSE,0,0,,,,,,FALSE,8
A11_Chr12:16.52-16.55Mb,0.06,5,TRUE,1,1,5,0.755,0.4,0.0248756218905473,0.0248756218905473,TRUE,8
A12_Chr17:6.55-6.77Mb,0.06,5,TRUE,1,1,5,1.395,0.685,0.0199004975124378,0.0248756218905473,TRUE,8
A13_Chr17:9.94-9.94Mb,0.06,5,TRUE,1,1,9,1.645,0.79,0.0199004975124378,0.0248756218905473,TRUE,8
A14_Chr18:5.61-5.61Mb,0.06,5,FALSE,0,0,,,,,,FALSE,8
A15_Chr20:0.18-0.26Mb,0.06,5,TRUE,1,0.939393939393939,31,4.645,0.5775,0.00497512437810945,0.0199004975124378,TRUE,8
A16_Chr20:3.67-3.67Mb,0.06,5,FALSE,0,0,,,,,,FALSE,8
A17_Chr20:8.89-8.90Mb,0.06,5,FALSE,0,0,,,,,,FALSE,8
A01_Chr1:27.28-27.28Mb,0.06,10,FALSE,0,0,,,,,,FALSE,3
A02_Chr1:21.50-21.93Mb*inv,0.06,10,TRUE,1,0.787755102040816,193,22.225,0.765,0.0149253731343284,0.0149253731343284,TRUE,3
A03_Chr3:13.03-13.03Mb,0.06,10,FALSE,0,0,,,,,,FALSE,3
A04_Chr4:22.51-22.51Mb,0.06,10,FALSE,0,0,,,,,,FALSE,3
A05_Chr4:25.67-25.99Mb,0.06,10,FALSE,0,0,,,,,,FALSE,3
A06_Chr4:27.55-27.55Mb,0.06,10,FALSE,0,0,,,,,,FALSE,3
A07_Chr4:12.81-12.81Mb*Eda,0.06,10,FALSE,0,0,,,,,,FALSE,3
A08_Chr5:2.48-2.50Mb,0.06,10,TRUE,1,0.954545454545455,21,2.535,0.3225,0.0149253731343284,0.0149253731343284,TRUE,3
A09_Chr7:11.55-11.66Mb,0.06,10,FALSE,0,0,,,,,,FALSE,3
A10_Chr12:15.55-15.55Mb,0.06,10,FALSE,0,0,,,,,,FALSE,3
A11_Chr12:16.52-16.55Mb,0.06,10,FALSE,0,0,,,,,,FALSE,3
A12_Chr17:6.55-6.77Mb,0.06,10,FALSE,0,0,,,,,,FALSE,3
A13_Chr17:9.94-9.94Mb,0.06,10,FALSE,0,0,,,,,,FALSE,3
A14_Chr18:5.61-5.61Mb,0.06,10,FALSE,0,0,,,,,,FALSE,3
A15_Chr20:0.18-0.26Mb,0.06,10,TRUE,1,0.939393939393939,31,4.645,0.5775,0.00497512437810945,0.0149253731343284,TRUE,3
A16_Chr20:3.67-3.67Mb,0.06,10,FALSE,0,0,,,,,,FALSE,3
A17_Chr20:8.89-8.90Mb,0.06,10,FALSE,0,0,,,,,,FALSE,3
A01_Chr1:27.28-27.28Mb,0.06,15,FALSE,0,0,,,,,,FALSE,3
A02_Chr1:21.50-21.93Mb*inv,0.06,15,TRUE,1,0.787755102040816,193,22.225,0.765,0.0149253731343284,0.0149253731343284,TRUE,3
A03_Chr3:13.03-13.03Mb,0.06,15,FALSE,0,0,,,,,,FALSE,3
A04_Chr4:22.51-22.51Mb,0.06,15,FALSE,0,0,,,,,,FALSE,3
A05_Chr4:25.67-25.99Mb,0.06,15,FALSE,0,0,,,,,,FALSE,3
A06_Chr4:27.55-27.55Mb,0.06,15,FALSE,0,0,,,,,,FALSE,3
A07_Chr4:12.81-12.81Mb*Eda,0.06,15,FALSE,0,0,,,,,,FALSE,3
A08_Chr5:2.48-2.50Mb,0.06,15,TRUE,1,0.954545454545455,21,2.535,0.3225,0.0149253731343284,0.0149253731343284,TRUE,3
A09_Chr7:11.55-11.66Mb,0.06,15,FALSE,0,0,,,,,,FALSE,3
A10_Chr12:15.55-15.55Mb,0.06,15,FALSE,0,0,,,,,,FALSE,3
A11_Chr12:16.52-16.55Mb,0.06,15,FALSE,0,0,,,,,,FALSE,3
A12_Chr17:6.55-6.77Mb,0.06,15,FALSE,0,0,,,,,,FALSE,3
A13_Chr17:9.94-9.94Mb,0.06,15,FALSE,0,0,,,,,,FALSE,3
A14_Chr18:5.61-5.61Mb,0.06,15,FALSE,0,0,,,,,,FALSE,3
A15_Chr20:0.18-0.26Mb,0.06,15,TRUE,1,0.939393939393939,31,4.645,0.5775,0.00497512437810945,0.0149253731343284,TRUE,3
A16_Chr20:3.67-3.67Mb,0.06,15,FALSE,0,0,,,,,,FALSE,3
A17_Chr20:8.89-8.90Mb,0.06,15,FALSE,0,0,,,,,,FALSE,3
A01_Chr1:27.28-27.28Mb,0.06,20,FALSE,0,0,,,,,,FALSE,3
A02_Chr1:21.50-21.93Mb*inv,0.06,20,TRUE,1,0.787755102040816,193,22.225,0.765,0.0149253731343284,0.0149253731343284,TRUE,3
A03_Chr3:13.03-13.03Mb,0.06,20,FALSE,0,0,,,,,,FALSE,3
A04_Chr4:22.51-22.51Mb,0.06,20,FALSE,0,0,,,,,,FALSE,3
A05_Chr4:25.67-25.99Mb,0.06,20,FALSE,0,0,,,,,,FALSE,3
A06_Chr4:27.55-27.55Mb,0.06,20,FALSE,0,0,,,,,,FALSE,3
A07_Chr4:12.81-12.81Mb*Eda,0.06,20,FALSE,0,0,,,,,,FALSE,3
A08_Chr5:2.48-2.50Mb,0.06,20,TRUE,1,0.954545454545455,21,2.535,0.3225,0.0149253731343284,0.0149253731343284,TRUE,3
A09_Chr7:11.55-11.66Mb,0.06,20,FALSE,0,0,,,,,,FALSE,3
A10_Chr12:15.55-15.55Mb,0.06,20,FALSE,0,0,,,,,,FALSE,3
A11_Chr12:16.52-16.55Mb,0.06,20,FALSE,0,0,,,,,,FALSE,3
A12_Chr17:6.55-6.77Mb,0.06,20,FALSE,0,0,,,,,,FALSE,3
A13_Chr17:9.94-9.94Mb,0.06,20,FALSE,0,0,,,,,,FALSE,3
A14_Chr18:5.61-5.61Mb,0.06,20,FALSE,0,0,,,,,,FALSE,3
A15_Chr20:0.18-0.26Mb,0.06,20,TRUE,1,0.939393939393939,31,4.645,0.5775,0.00497512437810945,0.0149253731343284,TRUE,3
A16_Chr20:3.67-3.67Mb,0.06,20,FALSE,0,0,,,,,,FALSE,3
A17_Chr20:8.89-8.90Mb,0.06,20,FALSE,0,0,,,,,,FALSE,3
A01_Chr1:27.28-27.28Mb,0.08,1,TRUE,1,0.666666666666667,2,0.28,0.1875,0.0149253731343284,0.0238805970149254,TRUE,42
A02_Chr1:21.50-21.93Mb*inv,0.08,1,FALSE,0,0,,,,,,FALSE,42
A03_Chr3:13.03-13.03Mb,0.08,1,FALSE,0,0,,,,,,FALSE,42
A04_Chr4:22.51-22.51Mb,0.08,1,TRUE,1,0.75,3,0.515,0.185,0.0248756218905473,0.0254823443756826,TRUE,42
A05_Chr4:25.67-25.99Mb,0.08,1,FALSE,0,0,,,,,,FALSE,42
A06_Chr4:27.55-27.55Mb,0.08,1,TRUE,1,0.8,4,1.1875,0.4375,0.0248756218905473,0.0254823443756826,TRUE,42
A07_Chr4:12.81-12.81Mb*Eda,0.08,1,FALSE,0,0,,,,,,FALSE,42
A08_Chr5:2.48-2.50Mb,0.08,1,TRUE,1,0.5,11,1.83,0.3225,0.0149253731343284,0.0238805970149254,TRUE,42
A09_Chr7:11.55-11.66Mb,0.08,1,FALSE,0,0,,,,,,FALSE,42
A10_Chr12:15.55-15.55Mb,0.08,1,FALSE,0,0,,,,,,FALSE,42
A11_Chr12:16.52-16.55Mb,0.08,1,FALSE,0,0,,,,,,FALSE,42
A12_Chr17:6.55-6.77Mb,0.08,1,FALSE,0,0,,,,,,FALSE,42
A13_Chr17:9.94-9.94Mb,0.08,1,FALSE,0,0,,,,,,FALSE,42
A14_Chr18:5.61-5.61Mb,0.08,1,TRUE,1,1,3,0.5025,0.2525,0.0199004975124378,0.0238805970149254,TRUE,42
A15_Chr20:0.18-0.26Mb,0.08,1,FALSE,0,0,,,,,,FALSE,42
A16_Chr20:3.67-3.67Mb,0.08,1,FALSE,0,0,,,,,,FALSE,42
A17_Chr20:8.89-8.90Mb,0.08,1,FALSE,0,0,,,,,,FALSE,42
A01_Chr1:27.28-27.28Mb,0.08,2,TRUE,1,0.666666666666667,2,0.28,0.1875,0.0149253731343284,0.0248756218905473,TRUE,13
A02_Chr1:21.50-21.93Mb*inv,0.08,2,FALSE,0,0,,,,,,FALSE,13
A03_Chr3:13.03-13.03Mb,0.08,2,FALSE,0,0,,,,,,FALSE,13
A04_Chr4:22.51-22.51Mb,0.08,2,TRUE,1,0.75,3,0.515,0.185,0.0248756218905473,0.0248756218905473,TRUE,13
A05_Chr4:25.67-25.99Mb,0.08,2,FALSE,0,0,,,,,,FALSE,13
A06_Chr4:27.55-27.55Mb,0.08,2,TRUE,1,0.8,4,1.1875,0.4375,0.0248756218905473,0.0248756218905473,TRUE,13
A07_Chr4:12.81-12.81Mb*Eda,0.08,2,FALSE,0,0,,,,,,FALSE,13
A08_Chr5:2.48-2.50Mb,0.08,2,TRUE,1,0.5,11,1.83,0.3225,0.0149253731343284,0.0248756218905473,TRUE,13
A09_Chr7:11.55-11.66Mb,0.08,2,FALSE,0,0,,,,,,FALSE,13
A10_Chr12:15.55-15.55Mb,0.08,2,FALSE,0,0,,,,,,FALSE,13
A11_Chr12:16.52-16.55Mb,0.08,2,FALSE,0,0,,,,,,FALSE,13
A12_Chr17:6.55-6.77Mb,0.08,2,FALSE,0,0,,,,,,FALSE,13
A13_Chr17:9.94-9.94Mb,0.08,2,FALSE,0,0,,,,,,FALSE,13
A14_Chr18:5.61-5.61Mb,0.08,2,TRUE,1,1,3,0.5025,0.2525,0.0199004975124378,0.0248756218905473,TRUE,13
A15_Chr20:0.18-0.26Mb,0.08,2,FALSE,0,0,,,,,,FALSE,13
A16_Chr20:3.67-3.67Mb,0.08,2,FALSE,0,0,,,,,,FALSE,13
A17_Chr20:8.89-8.90Mb,0.08,2,FALSE,0,0,,,,,,FALSE,13
A01_Chr1:27.28-27.28Mb,0.08,3,FALSE,0,0,,,,,,FALSE,8
A02_Chr1:21.50-21.93Mb*inv,0.08,3,FALSE,0,0,,,,,,FALSE,8
A03_Chr3:13.03-13.03Mb,0.08,3,FALSE,0,0,,,,,,FALSE,8
A04_Chr4:22.51-22.51Mb,0.08,3,TRUE,1,0.75,3,0.515,0.185,0.0248756218905473,0.0248756218905473,TRUE,8
A05_Chr4:25.67-25.99Mb,0.08,3,FALSE,0,0,,,,,,FALSE,8
A06_Chr4:27.55-27.55Mb,0.08,3,TRUE,1,0.8,4,1.1875,0.4375,0.0248756218905473,0.0248756218905473,TRUE,8
A07_Chr4:12.81-12.81Mb*Eda,0.08,3,FALSE,0,0,,,,,,FALSE,8
A08_Chr5:2.48-2.50Mb,0.08,3,TRUE,1,0.5,11,1.83,0.3225,0.0149253731343284,0.0248756218905473,TRUE,8
A09_Chr7:11.55-11.66Mb,0.08,3,FALSE,0,0,,,,,,FALSE,8
A10_Chr12:15.55-15.55Mb,0.08,3,FALSE,0,0,,,,,,FALSE,8
A11_Chr12:16.52-16.55Mb,0.08,3,FALSE,0,0,,,,,,FALSE,8
A12_Chr17:6.55-6.77Mb,0.08,3,FALSE,0,0,,,,,,FALSE,8
A13_Chr17:9.94-9.94Mb,0.08,3,FALSE,0,0,,,,,,FALSE,8
A14_Chr18:5.61-5.61Mb,0.08,3,TRUE,1,1,3,0.5025,0.2525,0.0199004975124378,0.0248756218905473,TRUE,8
A15_Chr20:0.18-0.26Mb,0.08,3,FALSE,0,0,,,,,,FALSE,8
A16_Chr20:3.67-3.67Mb,0.08,3,FALSE,0,0,,,,,,FALSE,8
A17_Chr20:8.89-8.90Mb,0.08,3,FALSE,0,0,,,,,,FALSE,8
A01_Chr1:27.28-27.28Mb,0.08,5,FALSE,0,0,,,,,,FALSE,3
A02_Chr1:21.50-21.93Mb*inv,0.08,5,FALSE,0,0,,,,,,FALSE,3
A03_Chr3:13.03-13.03Mb,0.08,5,FALSE,0,0,,,,,,FALSE,3
A04_Chr4:22.51-22.51Mb,0.08,5,FALSE,0,0,,,,,,FALSE,3
A05_Chr4:25.67-25.99Mb,0.08,5,FALSE,0,0,,,,,,FALSE,3
A06_Chr4:27.55-27.55Mb,0.08,5,FALSE,0,0,,,,,,FALSE,3
A07_Chr4:12.81-12.81Mb*Eda,0.08,5,FALSE,0,0,,,,,,FALSE,3
A08_Chr5:2.48-2.50Mb,0.08,5,TRUE,1,0.5,11,1.83,0.3225,0.0149253731343284,0.0149253731343284,TRUE,3
A09_Chr7:11.55-11.66Mb,0.08,5,FALSE,0,0,,,,,,FALSE,3
A10_Chr12:15.55-15.55Mb,0.08,5,FALSE,0,0,,,,,,FALSE,3
A11_Chr12:16.52-16.55Mb,0.08,5,FALSE,0,0,,,,,,FALSE,3
A12_Chr17:6.55-6.77Mb,0.08,5,FALSE,0,0,,,,,,FALSE,3
A13_Chr17:9.94-9.94Mb,0.08,5,FALSE,0,0,,,,,,FALSE,3
A14_Chr18:5.61-5.61Mb,0.08,5,FALSE,0,0,,,,,,FALSE,3
A15_Chr20:0.18-0.26Mb,0.08,5,FALSE,0,0,,,,,,FALSE,3
A16_Chr20:3.67-3.67Mb,0.08,5,FALSE,0,0,,,,,,FALSE,3
A17_Chr20:8.89-8.90Mb,0.08,5,FALSE,0,0,,,,,,FALSE,3
A01_Chr1:27.28-27.28Mb,0.08,10,FALSE,0,0,,,,,,FALSE,3
A02_Chr1:21.50-21.93Mb*inv,0.08,10,FALSE,0,0,,,,,,FALSE,3
A03_Chr3:13.03-13.03Mb,0.08,10,FALSE,0,0,,,,,,FALSE,3
A04_Chr4:22.51-22.51Mb,0.08,10,FALSE,0,0,,,,,,FALSE,3
A05_Chr4:25.67-25.99Mb,0.08,10,FALSE,0,0,,,,,,FALSE,3
A06_Chr4:27.55-27.55Mb,0.08,10,FALSE,0,0,,,,,,FALSE,3
A07_Chr4:12.81-12.81Mb*Eda,0.08,10,FALSE,0,0,,,,,,FALSE,3
A08_Chr5:2.48-2.50Mb,0.08,10,TRUE,1,0.5,11,1.83,0.3225,0.0149253731343284,0.0149253731343284,TRUE,3
A09_Chr7:11.55-11.66Mb,0.08,10,FALSE,0,0,,,,,,FALSE,3
A10_Chr12:15.55-15.55Mb,0.08,10,FALSE,0,0,,,,,,FALSE,3
A11_Chr12:16.52-16.55Mb,0.08,10,FALSE,0,0,,,,,,FALSE,3
A12_Chr17:6.55-6.77Mb,0.08,10,FALSE,0,0,,,,,,FALSE,3
A13_Chr17:9.94-9.94Mb,0.08,10,FALSE,0,0,,,,,,FALSE,3
A14_Chr18:5.61-5.61Mb,0.08,10,FALSE,0,0,,,,,,FALSE,3
A15_Chr20:0.18-0.26Mb,0.08,10,FALSE,0,0,,,,,,FALSE,3
A16_Chr20:3.67-3.67Mb,0.08,10,FALSE,0,0,,,,,,FALSE,3
A17_Chr20:8.89-8.90Mb,0.08,10,FALSE,0,0,,,,,,FALSE,3
A01_Chr1:27.28-27.28Mb,0.08,15,FALSE,0,0,,,,,,FALSE,1
A02_Chr1:21.50-21.93Mb*inv,0.08,15,FALSE,0,0,,,,,,FALSE,1
A03_Chr3:13.03-13.03Mb,0.08,15,FALSE,0,0,,,,,,FALSE,1
A04_Chr4:22.51-22.51Mb,0.08,15,FALSE,0,0,,,,,,FALSE,1
A05_Chr4:25.67-25.99Mb,0.08,15,FALSE,0,0,,,,,,FALSE,1
A06_Chr4:27.55-27.55Mb,0.08,15,FALSE,0,0,,,,,,FALSE,1
A07_Chr4:12.81-12.81Mb*Eda,0.08,15,FALSE,0,0,,,,,,FALSE,1
A08_Chr5:2.48-2.50Mb,0.08,15,FALSE,0,0,,,,,,FALSE,1
A09_Chr7:11.55-11.66Mb,0.08,15,FALSE,0,0,,,,,,FALSE,1
A10_Chr12:15.55-15.55Mb,0.08,15,FALSE,0,0,,,,,,FALSE,1
A11_Chr12:16.52-16.55Mb,0.08,15,FALSE,0,0,,,,,,FALSE,1
A12_Chr17:6.55-6.77Mb,0.08,15,FALSE,0,0,,,,,,FALSE,1
A13_Chr17:9.94-9.94Mb,0.08,15,FALSE,0,0,,,,,,FALSE,1
A14_Chr18:5.61-5.61Mb,0.08,15,FALSE,0,0,,,,,,FALSE,1
A15_Chr20:0.18-0.26Mb,0.08,15,FALSE,0,0,,,,,,FALSE,1
A16_Chr20:3.67-3.67Mb,0.08,15,FALSE,0,0,,,,,,FALSE,1
A17_Chr20:8.89-8.90Mb,0.08,15,FALSE,0,0,,,,,,FALSE,1
A01_Chr1:27.28-27.28Mb,0.08,20,FALSE,0,0,,,,,,FALSE,1
A02_Chr1:21.50-21.93Mb*inv,0.08,20,FALSE,0,0,,,,,,FALSE,1
A03_Chr3:13.03-13.03Mb,0.08,20,FALSE,0,0,,,,,,FALSE,1
A04_Chr4:22.51-22.51Mb,0.08,20,FALSE,0,0,,,,,,FALSE,1
A05_Chr4:25.67-25.99Mb,0.08,20,FALSE,0,0,,,,,,FALSE,1
A06_Chr4:27.55-27.55Mb,0.08,20,FALSE,0,0,,,,,,FALSE,1
A07_Chr4:12.81-12.81Mb*Eda,0.08,20,FALSE,0,0,,,,,,FALSE,1
A08_Chr5:2.48-2.50Mb,0.08,20,FALSE,0,0,,,,,,FALSE,1
A09_Chr7:11.55-11.66Mb,0.08,20,FALSE,0,0,,,,,,FALSE,1
A10_Chr12:15.55-15.55Mb,0.08,20,FALSE,0,0,,,,,,FALSE,1
A11_Chr12:16.52-16.55Mb,0.08,20,FALSE,0,0,,,,,,FALSE,1
A12_Chr17:6.55-6.77Mb,0.08,20,FALSE,0,0,,,,,,FALSE,1
A13_Chr17:9.94-9.94Mb,0.08,20,FALSE,0,0,,,,,,FALSE,1
A14_Chr18:5.61-5.61Mb,0.08,20,FALSE,0,0,,,,,,FALSE,1
A15_Chr20:0.18-0.26Mb,0.08,20,FALSE,0,0,,,,,,FALSE,1
A16_Chr20:3.67-3.67Mb,0.08,20,FALSE,0,0,,,,,,FALSE,1
A17_Chr20:8.89-8.90Mb,0.08,20,FALSE,0,0,,,,,,FALSE,1
A01_Chr1:27.28-27.28Mb,0.1,1,FALSE,0,0,,,,,,FALSE,35
A02_Chr1:21.50-21.93Mb*inv,0.1,1,FALSE,0,0,,,,,,FALSE,35
A03_Chr3:13.03-13.03Mb,0.1,1,FALSE,0,0,,,,,,FALSE,35
